,experiment,prep_date,culture,timing,neuron,auc,firing_rate,coef,power_auc,group
50,iTBS,07-04-2022,4-1-1,24h,56,4.573494953455944,1,0.016546854309597937,167.68341936645595,control
51,iTBS,07-04-2022,4-1-1,24h,57,0.1762181259673774,4,0.016546854309597937,8.329953771290546,control
52,iTBS,07-04-2022,4-1-1,24h,58,5.386440883051451,1,0.016546854309597937,366.80774751950366,control
53,iTBS,07-04-2022,4-1-1,24h,59,1.5720820192609164,2,0.016546854309597937,20.711057410797622,control
54,iTBS,07-04-2022,4-1-1,24h,60,0.7521112909123113,2,0.016546854309597937,314.7700145249353,control
55,iTBS,07-04-2022,4-1-1,24h,62,5.375842781088972,5,0.016546854309597937,95.07431081564108,control
56,iTBS,07-04-2022,4-1-1,24h,63,5.65963583728797,1,0.016546854309597937,222.8447600434589,control
57,iTBS,07-04-2022,4-1-1,24h,64,5.736663848965373,0,0.016546854309597937,180.14729050899638,control
58,iTBS,07-04-2022,4-1-1,24h,65,2.305074830006552,5,0.016546854309597937,202.81023679958764,control
59,iTBS,07-04-2022,4-1-1,24h,66,4.154972017175687,0,0.016546854309597937,0.4981770165916257,control
60,iTBS,07-04-2022,4-1-1,24h,67,0.1735218401175187,2,0.016546854309597937,8.138475327785995,control
61,iTBS,07-04-2022,4-1-1,24h,68,8.439705770978009,1,0.016546854309597937,136.85860786729606,control
62,iTBS,07-04-2022,4-1-1,24h,69,3.1208516477805186,2,0.016546854309597937,36.97527381835849,control
63,iTBS,07-04-2022,4-1-1,24h,70,1.3930427701163874,3,0.016546854309597937,37.65558565055827,control
64,iTBS,07-04-2022,4-1-1,24h,71,5.198445303865823,7,0.016546854309597937,36.72881163876283,control
65,iTBS,07-04-2022,4-1-1,24h,72,1.5752353110404278,1,0.016546854309597937,132.59958087846226,control
66,iTBS,07-04-2022,4-1-1,24h,73,3.1261918296688864,1,0.016546854309597937,771.0060585806768,control
67,iTBS,07-04-2022,4-1-1,24h,74,0.3604920185956084,2,0.016546854309597937,57.942268957805936,control
68,iTBS,07-04-2022,4-1-1,24h,75,4.3279291688754284,3,0.016546854309597937,34.51908762057785,control
69,iTBS,07-04-2022,4-1-1,24h,76,6.570368730753559,3,0.016546854309597937,354.5446905781124,control
70,iTBS,07-04-2022,4-1-1,24h,77,2.5684031266323943,1,0.016546854309597937,16.371962122425547,control
71,iTBS,07-04-2022,4-1-1,24h,78,9.654310745260789,2,0.016546854309597937,55.32291145321309,control
72,iTBS,07-04-2022,4-1-1,24h,79,9.733337249777676,4,0.016546854309597937,2.7075270141904006,control
73,iTBS,07-04-2022,4-1-1,24h,80,0.4497891284625215,2,0.016546854309597937,9.77049396441945,control
74,iTBS,07-04-2022,4-1-1,24h,81,12.725960396663979,1,0.016546854309597937,1.1818795989598612,control
75,iTBS,07-04-2022,4-1-1,24h,82,1.084781546778785,4,0.016546854309597937,37.90109315551208,control
76,iTBS,07-04-2022,4-1-1,24h,83,3.053537668310434,1,0.016546854309597937,2.330394792791435,control
77,iTBS,07-04-2022,4-1-1,24h,84,12.693163647095798,0,0.016546854309597937,7.528278746066868,control
78,iTBS,07-04-2022,4-1-1,24h,85,6.0871971960025135,3,0.016546854309597937,17.538448497898457,control
79,iTBS,07-04-2022,4-1-1,24h,86,2.2949573834959094,3,0.016546854309597937,79.51129454812262,control
80,iTBS,07-04-2022,4-1-1,24h,87,1.1720300971445305,0,0.016546854309597937,5.700061531047795,control
81,iTBS,07-04-2022,4-1-1,24h,89,8.683686071565436,3,0.016546854309597937,5.511774833782015,control
82,iTBS,07-04-2022,4-1-1,24h,90,2.8583236619247163,5,0.016546854309597937,161.44200041279205,control
83,iTBS,07-04-2022,4-1-1,24h,91,29.500501088368907,0,0.016546854309597937,2.680954612191781,control
84,iTBS,07-04-2022,4-1-1,24h,92,14.450967798654805,1,0.016546854309597937,5.642128098450518,control
85,iTBS,07-04-2022,4-1-1,24h,93,20.48804438693361,3,0.016546854309597937,0.9270790671382132,control
86,iTBS,07-04-2022,4-1-2,24h,1,6.8129970943827844,1,0.015507283705618746,2.4069564694212433,control
87,iTBS,07-04-2022,4-1-2,24h,2,2.12573099877866,3,0.015507283705618746,244.33231089055099,control
88,iTBS,07-04-2022,4-1-2,24h,3,1.299029105540285,0,0.015507283705618746,17.11130024484098,control
89,iTBS,07-04-2022,4-1-2,24h,4,7.0088339173863545,0,0.015507283705618746,29.301618940889647,control
90,iTBS,07-04-2022,4-1-2,24h,5,2.4198112512940173,2,0.015507283705618746,0.12345484273711671,control
91,iTBS,07-04-2022,4-1-2,24h,6,10.403396481340366,2,0.015507283705618746,1.6321421570328252,control
92,iTBS,07-04-2022,4-1-2,24h,7,1.438621060781951,2,0.015507283705618746,31.763745357232015,control
93,iTBS,07-04-2022,4-1-2,24h,8,4.756990151687432,2,0.015507283705618746,5.412363656271572,control
94,iTBS,07-04-2022,4-1-2,24h,9,7.054110569686046,3,0.015507283705618746,13.692779738946294,control
95,iTBS,07-04-2022,4-1-2,24h,10,5.508655900746548,2,0.015507283705618746,2.3865547292120195,control
96,iTBS,07-04-2022,4-1-2,24h,11,0.28600024344943265,0,0.015507283705618746,10.151476144803333,control
97,iTBS,07-04-2022,4-1-2,24h,12,15.331410312569568,1,0.015507283705618746,0.9987058853662207,control
98,iTBS,07-04-2022,4-1-2,24h,13,5.323594409700553,2,0.015507283705618746,25.999820101923056,control
99,iTBS,07-04-2022,4-1-2,24h,14,2.714776925122405,1,0.015507283705618746,97.62885578991866,control
100,iTBS,07-04-2022,4-1-2,24h,15,0.3625277279680845,2,0.015507283705618746,107.7967029731142,control
101,iTBS,07-04-2022,4-1-2,24h,16,2.6856645252956532,3,0.015507283705618746,34.354392980324455,control
102,iTBS,07-04-2022,4-1-2,24h,17,1.9731908348074403,1,0.015507283705618746,6.413183487919341,control
103,iTBS,07-04-2022,4-1-2,24h,18,1.3613013037877897,1,0.015507283705618746,0.5488517139582868,control
104,iTBS,07-04-2022,4-1-2,24h,19,17.34557576151956,2,0.015507283705618746,34.63845142512639,control
105,iTBS,07-04-2022,4-1-2,24h,21,1.861982065876763,2,0.015507283705618746,8.707106487734139,control
106,iTBS,07-04-2022,4-1-2,24h,22,5.272500447545148,0,0.015507283705618746,8.179604518445364,control
107,iTBS,07-04-2022,4-1-2,24h,23,1.6510357598678125,4,0.015507283705618746,1.62861573870907,control
108,iTBS,07-04-2022,4-1-2,24h,24,13.724186989066181,1,0.015507283705618746,2.3879804978577965,control
109,iTBS,07-04-2022,4-1-2,24h,25,0.4061784154817496,4,0.015507283705618746,39.44339710606448,control
110,iTBS,07-04-2022,4-1-2,24h,26,21.519946092939502,2,0.015507283705618746,93.269943717869,control
111,iTBS,07-04-2022,4-1-2,24h,29,7.632768365402073,1,0.015507283705618746,19.578853824909707,control
112,iTBS,07-04-2022,4-1-2,24h,30,4.348029278985244,3,0.015507283705618746,13.055047241954691,control
113,iTBS,07-04-2022,4-1-2,24h,31,28.247422902135902,1,0.015507283705618746,0.48976237783055643,control
114,iTBS,07-04-2022,4-1-2,24h,32,0.6672397936319117,1,0.015507283705618746,8.042340092145944,control
115,iTBS,07-04-2022,4-1-2,24h,33,14.673789165484475,3,0.015507283705618746,2.245026453441482,control
116,iTBS,07-04-2022,4-1-2,24h,36,7.1594306040786275,1,0.015507283705618746,14.360765257135354,control
117,iTBS,07-04-2022,4-1-2,24h,37,9.379966741366946,5,0.015507283705618746,136.54507783878577,control
118,iTBS,07-04-2022,4-1-2,24h,38,3.025244851635836,1,0.015507283705618746,1.1021727952086928,control
119,iTBS,07-04-2022,4-1-2,24h,42,0.4354519716399068,5,0.015507283705618746,3.86725914097585,control
120,iTBS,07-04-2022,4-1-2,24h,44,7.828057820510804,1,0.015507283705618746,7.395453419029684,control
121,iTBS,07-04-2022,4-1-2,24h,45,0.1875349688592376,5,0.015507283705618746,51.43363051022542,control
122,iTBS,07-04-2022,4-1-2,24h,47,1.6010808993288674,5,0.015507283705618746,5.705810537464146,control
123,iTBS,07-04-2022,4-1-2,24h,48,2.2282388291079798,4,0.015507283705618746,0.5651970477520969,control
124,iTBS,07-04-2022,4-1-2,24h,49,5.760937145266073,4,0.015507283705618746,32.82115698865957,control
125,iTBS,07-04-2022,4-1-2,24h,50,8.964298222159924,5,0.015507283705618746,1.7248913942218127,control
126,iTBS,07-04-2022,4-1-2,24h,51,0.1877303420373444,4,0.015507283705618746,0.573478139603901,control
127,iTBS,07-04-2022,4-1-2,24h,52,2.2961550996116267,0,0.015507283705618746,18.15479065500237,control
128,iTBS,07-04-2022,4-1-2,24h,53,3.9189459455552464,0,0.015507283705618746,2.411371001862081,control
129,iTBS,07-04-2022,4-1-2,24h,55,5.850296833854457,3,0.015507283705618746,23.984838476424596,control
130,iTBS,07-04-2022,4-2-1,24h,1,16.09672756229856,3,0.1307719159667101,6.757827046783566,rMS
131,iTBS,07-04-2022,4-2-1,24h,2,18.410255928200968,2,0.1307719159667101,3.7541143544579403,rMS
132,iTBS,07-04-2022,4-2-1,24h,3,2.1674290738645574,5,0.1307719159667101,4.173099720666087,rMS
133,iTBS,07-04-2022,4-2-1,24h,4,19.6503664031872,4,0.1307719159667101,10.796482471018031,rMS
134,iTBS,07-04-2022,4-2-1,24h,5,0.7477345726320017,3,0.1307719159667101,8.673257208013556,rMS
135,iTBS,07-04-2022,4-2-1,24h,6,3.780356627184225,3,0.1307719159667101,3.377799697730506,rMS
136,iTBS,07-04-2022,4-2-1,24h,7,14.141075608103913,2,0.1307719159667101,2.683111660159284,rMS
137,iTBS,07-04-2022,4-2-2,24h,2,3.744566660255618,4,0.1290272088043323,23.632760572718823,rMS
138,iTBS,07-04-2022,4-2-2,24h,3,1.7321264790775803,1,0.1290272088043323,78.17937554809967,rMS
139,iTBS,07-04-2022,4-2-2,24h,4,9.885348253692566,3,0.1290272088043323,16.776189312232532,rMS
140,iTBS,07-04-2022,4-2-2,24h,5,13.91516523074778,1,0.1290272088043323,7.672552350476878,rMS
141,iTBS,07-04-2022,4-2-2,24h,6,7.9653577224402605,1,0.1290272088043323,58.67208156211191,rMS
142,iTBS,07-04-2022,4-2-2,24h,7,2.459293539471354,3,0.1290272088043323,143.96943807892447,rMS
143,iTBS,07-04-2022,4-2-2,24h,8,0.05295343793205176,3,0.1290272088043323,237.43188706653456,rMS
144,iTBS,07-04-2022,4-2-2,24h,9,7.3059715196227355,4,0.1290272088043323,124.11056073584119,rMS
145,iTBS,07-04-2022,4-2-2,24h,10,12.42715591441589,4,0.1290272088043323,41.26347242874164,rMS
146,iTBS,07-04-2022,4-2-2,24h,11,5.117246071535284,2,0.1290272088043323,86.67317478650548,rMS
147,iTBS,07-04-2022,4-2-2,24h,12,1.2049889917407341,5,0.1290272088043323,37.943782135933475,rMS
148,iTBS,07-04-2022,4-2-2,24h,13,4.729940989254485,3,0.1290272088043323,473.62268099660116,rMS
149,iTBS,07-04-2022,4-2-2,24h,15,44.34994699246242,7,0.1290272088043323,133.6119796386705,rMS
150,iTBS,07-04-2022,4-2-2,24h,16,6.607261782267569,3,0.1290272088043323,76.60244503515636,rMS
151,iTBS,07-04-2022,4-2-2,24h,18,7.739008225029718,8,0.1290272088043323,95.97280729100494,rMS
152,iTBS,07-04-2022,4-2-2,24h,19,13.552141735016741,6,0.1290272088043323,13.83874903728649,rMS
153,iTBS,07-04-2022,4-2-2,24h,21,26.32703528033289,3,0.1290272088043323,6.779279846653921,rMS
154,iTBS,07-04-2022,4-2-2,24h,22,3.8613565639230183,3,0.1290272088043323,19.280351597113253,rMS
155,iTBS,07-04-2022,4-2-2,24h,23,5.674570388058553,11,0.1290272088043323,155.584194446948,rMS
156,iTBS,07-04-2022,4-2-2,24h,24,9.324587473106062,3,0.1290272088043323,36.14016886226712,rMS
157,iTBS,07-04-2022,4-2-2,24h,25,7.624142579711861,3,0.1290272088043323,2.7709964086441263,rMS
158,iTBS,07-04-2022,4-2-2,24h,26,7.169960054967328,8,0.1290272088043323,41.919033337027706,rMS
159,iTBS,07-04-2022,4-2-2,24h,27,7.9961307449746615,3,0.1290272088043323,3.5198777693445393,rMS
160,iTBS,07-04-2022,4-2-2,24h,28,3.1565555780969534,2,0.1290272088043323,19.59431694033915,rMS
161,iTBS,07-04-2022,4-2-2,24h,29,12.364460385464962,3,0.1290272088043323,1.8736993530179689,rMS
162,iTBS,07-04-2022,4-2-2,24h,30,14.009889110725924,9,0.1290272088043323,16.747824429005295,rMS
163,iTBS,07-04-2022,4-2-2,24h,31,4.009399044775167,4,0.1290272088043323,1.1208339081610075,rMS
164,iTBS,07-04-2022,4-2-2,24h,32,5.197605132226917,3,0.1290272088043323,12.313989191636761,rMS
165,iTBS,07-04-2022,4-2-2,24h,33,7.3404758154185465,6,0.1290272088043323,33.942728041910286,rMS
166,iTBS,07-04-2022,4-2-2,24h,34,0.07207070470948373,4,0.1290272088043323,1.015558157737297,rMS
167,iTBS,07-04-2022,4-2-2,24h,35,9.288441731966568,4,0.1290272088043323,4.067856371609589,rMS
168,iTBS,07-04-2022,4-2-2,24h,36,10.78056394452457,0,0.1290272088043323,5.081514936131957,rMS
169,iTBS,07-04-2022,4-2-2,24h,37,0.5605061044735322,1,0.1290272088043323,5.656023504284812,rMS
170,iTBS,07-04-2022,4-2-2,24h,38,2.662181184647861,7,0.1290272088043323,1.7193538497292136,rMS
171,iTBS,07-04-2022,4-2-2,24h,39,6.918925036796649,4,0.1290272088043323,5.168545397130347,rMS
172,iTBS,07-04-2022,4-2-2,24h,40,0.798688835913639,2,0.1290272088043323,54.55609428404422,rMS
173,iTBS,07-04-2022,4-2-2,24h,41,9.281760870790102,2,0.1290272088043323,1.0473688837712625,rMS
174,iTBS,07-04-2022,4-2-2,24h,42,16.338400840572156,3,0.1290272088043323,0.7532188111924816,rMS
175,iTBS,07-04-2022,4-2-2,24h,43,20.14176950926308,3,0.1290272088043323,4.966819011690342,rMS
176,iTBS,07-04-2022,4-2-2,24h,44,12.61424155379807,5,0.1290272088043323,7.219004151614325,rMS
177,iTBS,07-04-2022,4-2-2,24h,46,6.9574781704399395,2,0.1290272088043323,0.5650119380063549,rMS
178,iTBS,07-04-2022,4-2-2,24h,47,9.153247212940759,4,0.1290272088043323,2.310632545029061,rMS
179,iTBS,07-04-2022,4-2-2,24h,48,7.361415225895202,4,0.1290272088043323,1.7204529479381656,rMS
180,iTBS,07-04-2022,4-2-2,24h,49,1.4508401820587373,4,0.1290272088043323,1.2427414539630068,rMS
181,iTBS,07-04-2022,4-2-2,24h,50,10.903200348811618,4,0.1290272088043323,0.7679365871832162,rMS
182,iTBS,07-04-2022,4-2-2,24h,51,0.3942542175260786,5,0.1290272088043323,3.1505738185858996,rMS
183,iTBS,07-04-2022,4-2-2,24h,52,3.7046498032728756,2,0.1290272088043323,2.4367718581820923,rMS
184,iTBS,07-04-2022,4-2-2,24h,53,11.474016123476611,3,0.1290272088043323,1.1042961413277608,rMS
185,iTBS,07-04-2022,4-2-2,24h,54,3.587859263818639,4,0.1290272088043323,1.2751019403538213,rMS
186,iTBS,07-04-2022,4-2-2,24h,55,33.22789686972018,3,0.1290272088043323,5.643475506141018,rMS
187,iTBS,07-04-2022,4-2-2,24h,56,3.548934305718813,4,0.1290272088043323,5.95628457675515,rMS
188,iTBS,07-04-2022,4-2-2,24h,57,5.239948491252423,4,0.1290272088043323,0.02033546202639347,rMS
189,iTBS,07-04-2022,4-2-2,24h,59,13.739537471223347,4,0.1290272088043323,1.7982133544810495,rMS
190,iTBS,07-04-2022,4-2-2,24h,60,8.70043776914934,2,0.1290272088043323,7.436038237122285,rMS
191,iTBS,07-04-2022,5-1-2,24h,2,1.5134793588166207,6,0.007088014438982284,0.6063735872206808,control
192,iTBS,07-04-2022,5-1-2,24h,3,5.883959758443256,1,0.007088014438982284,11.93974618207451,control
193,iTBS,07-04-2022,5-1-2,24h,4,11.213221562962033,3,0.007088014438982284,1.2501518725575158,control
194,iTBS,07-04-2022,5-1-2,24h,5,11.358140337634604,2,0.007088014438982284,6.860875920786498,control
195,iTBS,07-04-2022,5-1-2,24h,6,1.2748106579554817,1,0.007088014438982284,11.228527496213506,control
196,iTBS,07-04-2022,5-1-2,24h,7,0.23605769196704518,2,0.007088014438982284,1.1316810772062145,control
197,iTBS,07-04-2022,5-1-2,24h,8,14.252165957228375,1,0.007088014438982284,1.3944814645236452,control
198,iTBS,07-04-2022,5-1-2,24h,10,2.064055599681752,4,0.007088014438982284,12.881703245520162,control
199,iTBS,07-04-2022,5-1-2,24h,11,3.146610453148861,2,0.007088014438982284,10.313923074733143,control
200,iTBS,07-04-2022,5-1-2,24h,12,3.109323577994328,0,0.007088014438982284,5.582233968452494,control
201,iTBS,07-04-2022,5-1-2,24h,13,3.453992373006768,3,0.007088014438982284,17.04120888914661,control
202,iTBS,07-04-2022,5-1-2,24h,14,10.777327341589324,1,0.007088014438982284,1.8176367176948092,control
203,iTBS,07-04-2022,5-1-2,24h,15,0.059365773089046225,2,0.007088014438982284,16.198753665836783,control
204,iTBS,07-04-2022,5-1-2,24h,16,0.028438980636953243,0,0.007088014438982284,1.3444280518180638,control
205,iTBS,07-04-2022,5-1-2,24h,17,3.7883166049927683,4,0.007088014438982284,1.112605010418645,control
206,iTBS,07-04-2022,5-1-2,24h,18,0.8429768850349143,0,0.007088014438982284,1.5753000312897263,control
207,iTBS,07-04-2022,5-1-2,24h,19,13.841951567906781,2,0.007088014438982284,0.28705015557144836,control
208,iTBS,07-04-2022,5-1-2,24h,20,2.9705187237982607,0,0.007088014438982284,5.632236034023558,control
209,iTBS,07-04-2022,5-1-2,24h,21,3.0163013576097857,2,0.007088014438982284,26.30651754578532,control
210,iTBS,07-04-2022,5-1-2,24h,22,0.7132906915023545,0,0.007088014438982284,4.426238934507559,control
211,iTBS,07-04-2022,5-1-2,24h,23,2.095951698031003,1,0.007088014438982284,2.201950842579649,control
212,iTBS,07-04-2022,5-1-2,24h,24,24.043310055200294,2,0.007088014438982284,2.342811745046416,control
213,iTBS,07-04-2022,5-1-2,24h,25,3.360885959018046,2,0.007088014438982284,9.152901425839413,control
214,iTBS,07-04-2022,5-1-2,24h,26,0.9773194715384512,3,0.007088014438982284,15.288764361996222,control
215,iTBS,07-04-2022,5-1-2,24h,27,4.423039829811121,2,0.007088014438982284,6.930066209936708,control
216,iTBS,07-04-2022,5-1-2,24h,28,5.968445567192959,1,0.007088014438982284,0.3162739489920352,control
217,iTBS,07-04-2022,5-1-2,24h,29,2.8422765685995928,4,0.007088014438982284,107.88838492800144,control
218,iTBS,07-04-2022,5-1-2,24h,30,2.401653581788028,1,0.007088014438982284,29.812753764836543,control
219,iTBS,07-04-2022,5-1-2,24h,31,2.840841679304142,3,0.007088014438982284,9.146790864538131,control
220,iTBS,07-04-2022,5-1-2,24h,33,2.567205026431693,0,0.007088014438982284,3.1428531872925145,control
221,iTBS,07-04-2022,5-1-2,24h,34,1.5877042056443225,0,0.007088014438982284,3.2833537468483054,control
222,iTBS,07-04-2022,5-1-2,24h,36,0.3735454399103255,0,0.007088014438982284,4.056027898495232,control
223,iTBS,07-04-2022,5-1-2,24h,37,3.2738994956147436,0,0.007088014438982284,17.46672798481994,control
224,iTBS,07-04-2022,5-1-2,24h,38,1.2941985531407711,1,0.007088014438982284,14.314192437038663,control
225,iTBS,07-04-2022,5-1-2,24h,40,4.580212602400826,1,0.007088014438982284,15.823874678241806,control
226,iTBS,07-04-2022,5-1-2,24h,41,3.0748389286042155,0,0.007088014438982284,1.278570284303719,control
227,iTBS,07-04-2022,5-1-2,24h,42,5.180870824402101,3,0.007088014438982284,4.1136742038395715,control
228,iTBS,07-04-2022,5-1-2,24h,43,0.8596942519841261,0,0.007088014438982284,0.24290666409972683,control
229,iTBS,07-04-2022,5-1-2,24h,44,1.3881164186748531,2,0.007088014438982284,6.3473673156051955,control
230,iTBS,07-04-2022,5-1-2,24h,45,11.18860460994394,1,0.007088014438982284,12.2955759810892,control
231,iTBS,07-04-2022,5-1-2,24h,46,0.9476481081578378,8,0.007088014438982284,0.42303015804067035,control
232,iTBS,07-04-2022,5-1-2,24h,47,10.29183686468075,0,0.007088014438982284,3.595283445171111,control
233,iTBS,07-04-2022,5-1-2,24h,48,14.239224121474376,0,0.007088014438982284,5.493228790468776,control
234,iTBS,07-04-2022,5-1-2,24h,49,0.5282379337360648,3,0.007088014438982284,12.294515050577232,control
235,iTBS,07-04-2022,5-1-2,24h,51,3.0443853149711817,1,0.007088014438982284,1.7984121312347323,control
236,iTBS,07-04-2022,5-1-2,24h,52,0.5012144845602708,1,0.007088014438982284,165.12346067511848,control
237,iTBS,07-04-2022,5-1-2,24h,53,1.6422832252692379,1,0.007088014438982284,0.18406821019605646,control
238,iTBS,07-04-2022,5-1-2,24h,54,0.03846720031535211,2,0.007088014438982284,21.679812373857263,control
239,iTBS,07-04-2022,5-1-2,24h,55,5.325344441769247,2,0.007088014438982284,5.684224108536996,control
240,iTBS,07-04-2022,5-1-2,24h,56,2.5362588633358,4,0.007088014438982284,4.039994335208226,control
241,iTBS,07-04-2022,5-1-2,24h,57,5.121258208472296,1,0.007088014438982284,1.7216718515044056,control
242,iTBS,07-04-2022,5-2-2,24h,1,4.817261778950486,1,0.0817598469184686,1.7279696910134021,rMS
243,iTBS,07-04-2022,5-2-2,24h,2,7.153367223459639,2,0.0817598469184686,2.772329821865565,rMS
244,iTBS,07-04-2022,5-2-2,24h,3,2.741191984914257,3,0.0817598469184686,10.702304961579696,rMS
245,iTBS,07-04-2022,5-2-2,24h,4,3.281611402843314,2,0.0817598469184686,12.546588832188693,rMS
246,iTBS,07-04-2022,5-2-2,24h,5,11.786901915970514,5,0.0817598469184686,310.4786001608851,rMS
247,iTBS,07-04-2022,5-2-2,24h,6,0.25147926624539696,5,0.0817598469184686,35.29407474211673,rMS
248,iTBS,07-04-2022,5-2-2,24h,7,7.4166128681404055,7,0.0817598469184686,30.695537857769484,rMS
249,iTBS,07-04-2022,5-2-2,24h,8,0.021500265999952695,5,0.0817598469184686,5.8638530740527655,rMS
250,iTBS,07-04-2022,5-2-2,24h,9,4.649343324361569,1,0.0817598469184686,42.2160401840209,rMS
251,iTBS,07-04-2022,5-2-2,24h,10,12.059097084972095,3,0.0817598469184686,2.5347729095096714,rMS
