,spine_ID,Label,Area,IntDen,RawIntDen,batch,culture,segment_ID,time,group,segment,time_cor,normed_size,summed_size
14,15,MAX_W4C1-63xz-day5.tif,0.981,117.648,11995.0,07032022,W4C1,segment2,day5,rMS,W4C1-segment2,10.1,2.219647944455974,119.806
15,16,MAX_W4C1-63xz-day5.tif,0.667,40.802,4160.0,07032022,W4C1,segment2,day5,rMS,W4C1-segment2,10.1,0.38207339569813936,119.806
16,17,MAX_W4C1-63xz-day5.tif,0.981,106.594,10868.0,07032022,W4C1,segment2,day5,rMS,W4C1-segment2,10.1,1.6587149681776447,119.806
17,18,MAX_W4C1-63xz-day5.tif,0.706,115.706,11797.0,07032022,W4C1,segment2,day5,rMS,W4C1-segment2,10.1,1.062985760220487,119.806
18,19,MAX_W4C1-63xz-day5.tif,0.726,103.966,10600.0,07032022,W4C1,segment2,day5,rMS,W4C1-segment2,10.1,0.9809408789840166,119.806
19,20,MAX_W4C1-63xz-day5.tif,1.344,179.469,18298.0,07032022,W4C1,segment2,day5,rMS,W4C1-segment2,10.1,2.5190045756954778,119.806
20,21,MAX_W4C1-63xz-day5.tif,1.324,151.3,15426.0,07032022,W4C1,segment2,day5,rMS,W4C1-segment2,10.1,1.9759180901635063,119.806
21,22,MAX_W4C1-63xz-day5.tif,0.883,82.427,8404.0,07032022,W4C1,segment2,day5,rMS,W4C1-segment2,10.1,1.5974224806201551,119.806
22,23,MAX_W4C1-63xz-day5.tif,1.246,176.153,17960.0,07032022,W4C1,segment2,day5,rMS,W4C1-segment2,10.1,2.3810251142169716,119.806
23,24,MAX_W4C1-63xz-day5.tif,1.206,58.368,5951.0,07032022,W4C1,segment2,day5,rMS,W4C1-segment2,10.1,0.7790294164753616,119.806
24,25,MAX_W4C1-63xz-day5.tif,1.363,130.693,13325.0,07032022,W4C1,segment2,day5,rMS,W4C1-segment2,10.1,1.7094331231851836,119.806
25,26,MAX_W4C1-63xz-day5.tif,1.157,74.963,7643.0,07032022,W4C1,segment2,day5,rMS,W4C1-segment2,10.1,1.9428016068420368,119.806
26,27,MAX_W4C1-63xz-day5.tif,0.51,89.656,9141.0,07032022,W4C1,segment2,day5,rMS,W4C1-segment2,10.1,1.2027581765984279,119.806
27,28,MAX_W4C1-63xz-day5.tif,0.843,35.358,3605.0,07032022,W4C1,segment2,day5,rMS,W4C1-segment2,10.1,0.7944011323552539,119.806
28,29,MAX_W4C1-63xz-day5.tif,1.206,130.026,13257.0,07032022,W4C1,segment2,day5,rMS,W4C1-segment2,10.1,1.0059182584074084,119.806
29,30,MAX_W4C1-63xz-day5.tif,1.01,94.697,9655.0,07032022,W4C1,segment2,day5,rMS,W4C1-segment2,10.1,0.4059266308308257,119.806
30,31,MAX_W4C1-63xz-day5.tif,1.275,119.973,12232.0,07032022,W4C1,segment2,day5,rMS,W4C1-segment2,10.1,3.8332481308709823,119.806
31,32,MAX_W4C1-63xz-day5.tif,0.481,81.829,8343.0,07032022,W4C1,segment2,day5,rMS,W4C1-segment2,10.1,1.7403019991492978,119.806
32,33,MAX_W4C1-63xz-day5.tif,0.579,63.988,6524.0,07032022,W4C1,segment2,day5,rMS,W4C1-segment2,10.1,1.0295073527045724,119.806
33,34,MAX_W4C1-63xz-day5.tif,1.03,140.589,14334.0,07032022,W4C1,segment2,day5,rMS,W4C1-segment2,10.1,1.5407857964819989,119.806
34,35,MAX_W4C1-63xz-day5.tif,0.843,92.814,9463.0,07032022,W4C1,segment2,day5,rMS,W4C1-segment2,10.1,0.8503733565440469,119.806
35,36,MAX_W4C1-63xz-day5.tif,0.608,31.661,3228.0,07032022,W4C1,segment2,day5,rMS,W4C1-segment2,10.1,0.30171436195050366,119.806
36,37,MAX_W4C1-63xz-day5.tif,0.775,36.368,3708.0,07032022,W4C1,segment2,day5,rMS,W4C1-segment2,10.1,0.30707657494110596,119.806
37,38,MAX_W4C1-63xz-day5.tif,1.432,141.737,14451.0,07032022,W4C1,segment2,day5,rMS,W4C1-segment2,10.1,3.760300321014512,119.806
38,39,MAX_W4C1-63xz-day5.tif,0.608,34.75,3543.0,07032022,W4C1,segment2,day5,rMS,W4C1-segment2,10.1,0.30253432349842857,119.806
39,40,MAX_W4C1-63xz-day5.tif,0.588,69.0,7035.0,07032022,W4C1,segment2,day5,rMS,W4C1-segment2,10.1,2.672864613596746,119.806
40,41,MAX_W4C1-63xz-day5.tif,0.804,112.989,11520.0,07032022,W4C1,segment2,day5,rMS,W4C1-segment2,10.1,1.014710240590565,119.806
41,42,MAX_W4C1-63xz-day5.tif,0.745,96.355,9824.0,07032022,W4C1,segment2,day5,rMS,W4C1-segment2,10.1,2.343491584784512,119.806
42,43,MAX_W4C1-63xz-day5.tif,0.608,92.108,9391.0,07032022,W4C1,segment2,day5,rMS,W4C1-segment2,10.1,0.7835644406635475,119.806
43,44,MAX_W4C1-63xz-day5.tif,1.952,177.85,18133.0,07032022,W4C1,segment2,day5,rMS,W4C1-segment2,10.1,1.532278213821089,119.806
44,45,MAX_W4C1-63xz-day5.tif,0.932,121.62,12400.0,07032022,W4C1,segment2,day5,rMS,W4C1-segment2,10.1,1.2186739080333078,119.806
45,46,MAX_W4C1-63xz-day5.tif,1.324,138.441,14115.0,07032022,W4C1,segment2,day5,rMS,W4C1-segment2,10.1,2.836615100911792,119.806
46,47,MAX_W4C1-63xz-day5.tif,0.785,40.076,4086.0,07032022,W4C1,segment2,day5,rMS,W4C1-segment2,10.1,1.0086326227569025,119.806
47,48,MAX_W4C1-63xz-day5.tif,0.794,34.162,3483.0,07032022,W4C1,segment2,day5,rMS,W4C1-segment2,10.1,0.42668365307753797,119.806
48,49,MAX_W4C1-63xz-day5.tif,0.745,33.259,3391.0,07032022,W4C1,segment2,day5,rMS,W4C1-segment2,10.1,0.6736136428079555,119.806
49,50,MAX_W4C1-63xz-day5.tif,0.608,78.278,7981.0,07032022,W4C1,segment2,day5,rMS,W4C1-segment2,10.1,0.9526115951905759,119.806
50,51,MAX_W4C1-63xz-day5.tif,0.843,130.86,13342.0,07032022,W4C1,segment2,day5,rMS,W4C1-segment2,10.1,1.8924899127944814,119.806
51,52,MAX_W4C1-63xz-day5.tif,0.971,167.65,17093.0,07032022,W4C1,segment2,day5,rMS,W4C1-segment2,10.1,1.9898637421070124,119.806
52,53,MAX_W4C1-63xz-day5.tif,0.853,89.793,9155.0,07032022,W4C1,segment2,day5,rMS,W4C1-segment2,10.1,0.817630507826372,119.806
53,54,MAX_W4C1-63xz-day5.tif,0.333,20.107,2050.0,07032022,W4C1,segment2,day5,rMS,W4C1-segment2,10.1,0.7675306332786197,119.806
0,1,MAX_well3-c1-63xz-day0.tif,0.677,41.322,4213.0,21042022,W3C1,segment1,day0,control,W3C1-segment1,0.0,0.4725268442177727,41.322
1,2,MAX_well3-c1-63xz-day0.tif,0.794,98.228,10015.0,21042022,W3C1,segment1,day0,control,W3C1-segment1,0.0,1.4065927771572584,41.322
2,3,MAX_well3-c1-63xz-day0.tif,1.197,71.217,7261.0,21042022,W3C1,segment1,day0,control,W3C1-segment1,0.0,1.408257697099128,41.322
3,4,MAX_well3-c1-63xz-day0.tif,0.687,44.97,4585.0,21042022,W3C1,segment1,day0,control,W3C1-segment1,0.0,0.5003282117466428,41.322
4,5,MAX_well3-c1-63xz-day0.tif,1.844,149.142,15206.0,21042022,W3C1,segment1,day0,control,W3C1-segment1,0.0,1.872655131714422,41.322
5,6,MAX_well3-c1-63xz-day0.tif,0.853,60.104,6128.0,21042022,W3C1,segment1,day0,control,W3C1-segment1,0.0,1.3007834480370513,41.322
6,7,MAX_well3-c1-63xz-day0.tif,1.089,70.638,7202.0,21042022,W3C1,segment1,day0,control,W3C1-segment1,0.0,1.781808092018969,41.322
7,8,MAX_well3-c1-63xz-day0.tif,0.942,81.397,8299.0,21042022,W3C1,segment1,day0,control,W3C1-segment1,0.0,1.794743456882676,41.322
8,9,MAX_well3-c1-63xz-day0.tif,0.461,31.631,3225.0,21042022,W3C1,segment1,day0,control,W3C1-segment1,0.0,0.7235731442296695,41.322
9,10,MAX_well3-c1-63xz-day0.tif,1.148,106.281,10836.0,21042022,W3C1,segment1,day0,control,W3C1-segment1,0.0,1.287396281267034,41.322
10,11,MAX_well3-c1-63xz-day0.tif,0.804,49.541,5051.0,21042022,W3C1,segment1,day0,control,W3C1-segment1,0.0,0.8428206873086083,41.322
11,12,MAX_well3-c1-63xz-day0.tif,0.893,56.269,5737.0,21042022,W3C1,segment1,day0,control,W3C1-segment1,0.0,3.5282794080762474,41.322
12,13,MAX_well3-c1-63xz-day0.tif,0.549,30.336,3093.0,21042022,W3C1,segment1,day0,control,W3C1-segment1,0.0,0.24801131486220232,41.322
13,14,MAX_well3-c1-63xz-day0.tif,0.638,33.426,3408.0,21042022,W3C1,segment1,day0,control,W3C1-segment1,0.0,0.7158214836388557,41.322
14,15,MAX_well3-c1-63xz-day0.tif,0.49,24.206,2468.0,21042022,W3C1,segment1,day0,control,W3C1-segment1,0.0,0.6821281632192978,41.322
15,16,MAX_well3-c1-63xz-day0.tif,0.549,25.285,2578.0,21042022,W3C1,segment1,day0,control,W3C1-segment1,0.0,0.4074545571741653,41.322
16,17,MAX_well3-c1-63xz-day0.tif,0.902,50.276,5126.0,21042022,W3C1,segment1,day0,control,W3C1-segment1,0.0,1.286950289254083,41.322
17,18,MAX_well3-c1-63xz-day0.tif,0.687,25.334,2583.0,21042022,W3C1,segment1,day0,control,W3C1-segment1,0.0,0.9318081506547007,41.322
18,19,MAX_well3-c1-63xz-day0.tif,0.481,20.371,2077.0,21042022,W3C1,segment1,day0,control,W3C1-segment1,0.0,0.5602739349267031,41.322
19,20,MAX_well3-c1-63xz-day0.tif,0.53,31.337,3195.0,21042022,W3C1,segment1,day0,control,W3C1-segment1,0.0,0.6181111680934159,41.322
20,21,MAX_well3-c1-63xz-day0.tif,0.961,57.74,5887.0,21042022,W3C1,segment1,day0,control,W3C1-segment1,0.0,3.7931940612271715,41.322
21,22,MAX_well3-c1-63xz-day0.tif,0.932,64.302,6556.0,21042022,W3C1,segment1,day0,control,W3C1-segment1,0.0,1.3787469445516534,41.322
22,23,MAX_well3-c1-63xz-day0.tif,1.157,72.05,7346.0,21042022,W3C1,segment1,day0,control,W3C1-segment1,0.0,0.7715537089191823,41.322
23,24,MAX_well3-c1-63xz-day0.tif,0.579,32.838,3348.0,21042022,W3C1,segment1,day0,control,W3C1-segment1,0.0,3.2535420588526702,41.322
24,25,MAX_well3-c1-63xz-day0.tif,0.873,32.112,3274.0,21042022,W3C1,segment1,day0,control,W3C1-segment1,0.0,0.696754035757681,41.322
25,26,MAX_well3-c1-63xz-day0.tif,0.677,33.416,3407.0,21042022,W3C1,segment1,day0,control,W3C1-segment1,0.0,1.3169385985654607,41.322
26,27,MAX_well3-c1-63xz-day0.tif,0.5,29.905,3049.0,21042022,W3C1,segment1,day0,control,W3C1-segment1,0.0,1.3343298233089418,41.322
27,28,MAX_well3-c1-63xz-day0.tif,0.804,39.487,4026.0,21042022,W3C1,segment1,day0,control,W3C1-segment1,0.0,1.7885225110970198,41.322
28,29,MAX_well3-c1-63xz-day0.tif,0.598,29.826,3041.0,21042022,W3C1,segment1,day0,control,W3C1-segment1,0.0,0.7151831958565126,41.322
29,30,MAX_well3-c1-63xz-day0.tif,0.559,41.361,4217.0,21042022,W3C1,segment1,day0,control,W3C1-segment1,0.0,0.6927908612776791,41.322
30,31,MAX_well3-c1-63xz-day0.tif,0.52,22.127,2256.0,21042022,W3C1,segment1,day0,control,W3C1-segment1,0.0,0.16596785202631242,41.322
31,32,MAX_well3-c1-63xz-day0.tif,0.785,55.288,5637.0,21042022,W3C1,segment1,day0,control,W3C1-segment1,0.0,1.3329475866724527,41.322
32,33,MAX_well3-c1-63xz-day0.tif,0.402,20.725,2113.0,21042022,W3C1,segment1,day0,control,W3C1-segment1,0.0,0.30969351922415983,41.322
33,34,MAX_well3-c1-63xz-day0.tif,0.834,34.583,3526.0,21042022,W3C1,segment1,day0,control,W3C1-segment1,0.0,0.5855174048489774,41.322
34,35,MAX_well3-c1-63xz-day0.tif,1.167,50.62,5161.0,21042022,W3C1,segment1,day0,control,W3C1-segment1,0.0,1.0636911891403475,41.322
35,36,MAX_well3-c1-63xz-day0.tif,1.059,66.881,6819.0,21042022,W3C1,segment1,day0,control,W3C1-segment1,0.0,1.2120514679231607,41.322
36,37,MAX_well3-c1-63xz-day0.tif,1.903,164.237,16745.0,21042022,W3C1,segment1,day0,control,W3C1-segment1,0.0,3.247073942269672,41.322
37,38,MAX_well3-c1-63xz-day0.tif,0.736,28.738,2930.0,21042022,W3C1,segment1,day0,control,W3C1-segment1,0.0,0.6516996621085335,41.322
38,39,MAX_well3-c1-63xz-day0.tif,0.383,15.379,1568.0,21042022,W3C1,segment1,day0,control,W3C1-segment1,0.0,0.9383732991640735,41.322
39,40,MAX_well3-c1-63xz-day0.tif,0.51,22.48,2292.0,21042022,W3C1,segment1,day0,control,W3C1-segment1,0.0,1.1956174875013297,41.322
40,41,MAX_well3-c1-63xz-day0.tif,1.383,65.969,6726.0,21042022,W3C1,segment1,day0,control,W3C1-segment1,0.0,0.5385092609976898,41.322
0,1,MAX_well3-c1-63xz-day1.tif,1.049,57.417,5854.0,21042022,W3C1,segment1,day1,control,W3C1-segment1,1.0,0.6565769762947546,57.417
1,2,MAX_well3-c1-63xz-day1.tif,1.285,66.901,6821.0,21042022,W3C1,segment1,day1,control,W3C1-segment1,1.0,0.9580004009508262,57.417
2,3,MAX_well3-c1-63xz-day1.tif,1.079,42.214,4304.0,21042022,W3C1,segment1,day1,control,W3C1-segment1,1.0,0.8347471871230547,57.417
3,4,MAX_well3-c1-63xz-day1.tif,0.785,27.296,2783.0,21042022,W3C1,segment1,day1,control,W3C1-segment1,1.0,0.3036904351308953,57.417
4,5,MAX_well3-c1-63xz-day1.tif,1.618,94.805,9666.0,21042022,W3C1,segment1,day1,control,W3C1-segment1,1.0,1.1903894929810905,57.417
5,6,MAX_well3-c1-63xz-day1.tif,0.598,34.976,3566.0,21042022,W3C1,segment1,day1,control,W3C1-segment1,1.0,0.7569579708262996,57.417
6,7,MAX_well3-c1-63xz-day1.tif,0.481,22.853,2330.0,21042022,W3C1,segment1,day1,control,W3C1-segment1,1.0,0.5764554535364746,57.417
7,8,MAX_well3-c1-63xz-day1.tif,0.608,34.583,3526.0,21042022,W3C1,segment1,day1,control,W3C1-segment1,1.0,0.7625294908826318,57.417
8,9,MAX_well3-c1-63xz-day1.tif,0.951,45.676,4657.0,21042022,W3C1,segment1,day1,control,W3C1-segment1,1.0,1.0448587441381676,57.417
9,10,MAX_well3-c1-63xz-day1.tif,1.618,68.696,7004.0,21042022,W3C1,segment1,day1,control,W3C1-segment1,1.0,0.8321240385197746,57.417
10,11,MAX_well3-c1-63xz-day1.tif,1.216,125.122,12757.0,21042022,W3C1,segment1,day1,control,W3C1-segment1,1.0,2.128649200408302,57.417
11,12,MAX_well3-c1-63xz-day1.tif,0.804,34.966,3565.0,21042022,W3C1,segment1,day1,control,W3C1-segment1,1.0,2.192500627037873,57.417
12,13,MAX_well3-c1-63xz-day1.tif,1.128,56.75,5786.0,21042022,W3C1,segment1,day1,control,W3C1-segment1,1.0,0.46395840316554526,57.417
13,14,MAX_well3-c1-63xz-day1.tif,1.03,40.096,4088.0,21042022,W3C1,segment1,day1,control,W3C1-segment1,1.0,0.8586602706869967,57.417
14,15,MAX_well3-c1-63xz-day1.tif,1.157,46.961,4788.0,21042022,W3C1,segment1,day1,control,W3C1-segment1,1.0,1.3233669616186665,57.417
15,16,MAX_well3-c1-63xz-day1.tif,1.226,43.038,4388.0,21042022,W3C1,segment1,day1,control,W3C1-segment1,1.0,0.693534871728761,57.417
16,17,MAX_well3-c1-63xz-day1.tif,1.226,77.307,7882.0,21042022,W3C1,segment1,day1,control,W3C1-segment1,1.0,1.9788818921824605,57.417
17,18,MAX_well3-c1-63xz-day1.tif,1.108,55.102,5618.0,21042022,W3C1,segment1,day1,control,W3C1-segment1,1.0,2.0267029571869943,57.417
18,19,MAX_well3-c1-63xz-day1.tif,1.922,103.858,10589.0,21042022,W3C1,segment1,day1,control,W3C1-segment1,1.0,2.8564591985478147,57.417
19,20,MAX_well3-c1-63xz-day1.tif,0.971,53.278,5432.0,21042022,W3C1,segment1,day1,control,W3C1-segment1,1.0,1.050889581443055,57.417
20,21,MAX_well3-c1-63xz-day1.tif,0.736,29.287,2986.0,21042022,W3C1,segment1,day1,control,W3C1-segment1,1.0,1.9239915911181185,57.417
21,22,MAX_well3-c1-63xz-day1.tif,0.51,18.272,1863.0,21042022,W3C1,segment1,day1,control,W3C1-segment1,1.0,0.3917835241648441,57.417
22,23,MAX_well3-c1-63xz-day1.tif,1.53,121.562,12394.0,21042022,W3C1,segment1,day1,control,W3C1-segment1,1.0,1.30175727916216,57.417
23,24,MAX_well3-c1-63xz-day1.tif,0.863,55.896,5699.0,21042022,W3C1,segment1,day1,control,W3C1-segment1,1.0,5.5380957098979495,57.417
24,25,MAX_well3-c1-63xz-day1.tif,1.0,47.069,4799.0,21042022,W3C1,segment1,day1,control,W3C1-segment1,1.0,1.0212853671237632,57.417
25,26,MAX_well3-c1-63xz-day1.tif,0.794,35.947,3665.0,21042022,W3C1,segment1,day1,control,W3C1-segment1,1.0,1.4166863718767244,57.417
26,27,MAX_well3-c1-63xz-day1.tif,0.942,48.069,4901.0,21042022,W3C1,segment1,day1,control,W3C1-segment1,1.0,2.1447885061574157,57.417
27,28,MAX_well3-c1-63xz-day1.tif,0.628,39.056,3982.0,21042022,W3C1,segment1,day1,control,W3C1-segment1,1.0,1.76900081529124,57.417
28,29,MAX_well3-c1-63xz-day1.tif,0.942,110.979,11315.0,21042022,W3C1,segment1,day1,control,W3C1-segment1,1.0,2.6611116439670055,57.417
29,30,MAX_well3-c1-63xz-day1.tif,1.108,102.416,10442.0,21042022,W3C1,segment1,day1,control,W3C1-segment1,1.0,1.7154534186459416,57.417
30,31,MAX_well3-c1-63xz-day1.tif,1.128,60.192,6137.0,21042022,W3C1,segment1,day1,control,W3C1-segment1,1.0,0.45148176206299084,57.417
31,32,MAX_well3-c1-63xz-day1.tif,0.745,30.562,3116.0,21042022,W3C1,segment1,day1,control,W3C1-segment1,1.0,0.7368243406143016,57.417
32,33,MAX_well3-c1-63xz-day1.tif,0.598,27.551,2809.0,21042022,W3C1,segment1,day1,control,W3C1-segment1,1.0,0.41169438591772384,57.417
33,34,MAX_well3-c1-63xz-day1.tif,1.609,59.82,6099.0,21042022,W3C1,segment1,day1,control,W3C1-segment1,1.0,1.0127996749288908,57.417
34,35,MAX_well3-c1-63xz-day1.tif,1.491,65.763,6705.0,21042022,W3C1,segment1,day1,control,W3C1-segment1,1.0,1.3818949757296857,57.417
35,36,MAX_well3-c1-63xz-day1.tif,0.775,51.345,5235.0,21042022,W3C1,segment1,day1,control,W3C1-segment1,1.0,0.9305001812250815,57.417
36,37,MAX_well3-c1-63xz-day1.tif,1.854,149.632,15256.0,21042022,W3C1,segment1,day1,control,W3C1-segment1,1.0,2.9583234480031635,57.417
37,38,MAX_well3-c1-63xz-day1.tif,0.932,70.952,7234.0,21042022,W3C1,segment1,day1,control,W3C1-segment1,1.0,1.6089983445585867,57.417
38,39,MAX_well3-c1-63xz-day1.tif,0.559,33.661,3432.0,21042022,W3C1,segment1,day1,control,W3C1-segment1,1.0,2.053877600829825,57.417
39,40,MAX_well3-c1-63xz-day1.tif,0.373,13.31,1357.0,21042022,W3C1,segment1,day1,control,W3C1-segment1,1.0,0.7079034145303692,57.417
40,41,MAX_well3-c1-63xz-day1.tif,0.775,27.845,2839.0,21042022,W3C1,segment1,day1,control,W3C1-segment1,1.0,0.22730055590475334,57.417
0,1,MAX_well3-c1-63xz-day2.tif,0.971,42.675,4351.0,21042022,W3C1,segment1,day2,control,W3C1-segment1,2.0,0.48799871925350774,42.675
1,2,MAX_well3-c1-63xz-day2.tif,0.775,34.25,3492.0,21042022,W3C1,segment1,day2,control,W3C1-segment1,2.0,0.4904487785319472,42.675
2,3,MAX_well3-c1-63xz-day2.tif,0.863,34.309,3498.0,21042022,W3C1,segment1,day2,control,W3C1-segment1,2.0,0.6784323030986138,42.675
3,4,MAX_well3-c1-63xz-day2.tif,0.657,24.157,2463.0,21042022,W3C1,segment1,day2,control,W3C1-segment1,2.0,0.2687664801237191,42.675
4,5,MAX_well3-c1-63xz-day2.tif,0.981,51.424,5243.0,21042022,W3C1,segment1,day2,control,W3C1-segment1,2.0,0.6456894603349992,42.675
5,6,MAX_well3-c1-63xz-day2.tif,0.863,43.42,4427.0,21042022,W3C1,segment1,day2,control,W3C1-segment1,2.0,0.9397048002423928,42.675
6,7,MAX_well3-c1-63xz-day2.tif,0.402,29.003,2957.0,21042022,W3C1,segment1,day2,control,W3C1-segment1,2.0,0.7315861164362829,42.675
7,8,MAX_well3-c1-63xz-day2.tif,0.618,40.056,4084.0,21042022,W3C1,segment1,day2,control,W3C1-segment1,2.0,0.8832050801490529,42.675
8,9,MAX_well3-c1-63xz-day2.tif,0.706,39.105,3987.0,21042022,W3C1,segment1,day2,control,W3C1-segment1,2.0,0.8945442067940065,42.675
9,10,MAX_well3-c1-63xz-day2.tif,1.059,99.964,10192.0,21042022,W3C1,segment1,day2,control,W3C1-segment1,2.0,1.2108775967536793,42.675
10,11,MAX_well3-c1-63xz-day2.tif,0.755,38.487,3924.0,21042022,W3C1,segment1,day2,control,W3C1-segment1,2.0,0.6547635250085063,42.675
11,12,MAX_well3-c1-63xz-day2.tif,0.922,37.81,3855.0,21042022,W3C1,segment1,day2,control,W3C1-segment1,2.0,2.370830198143968,42.675
12,13,MAX_well3-c1-63xz-day2.tif,1.177,153.448,15645.0,21042022,W3C1,segment1,day2,control,W3C1-segment1,2.0,1.254510820245755,42.675
13,14,MAX_well3-c1-63xz-day2.tif,0.834,26.08,2659.0,21042022,W3C1,segment1,day2,control,W3C1-segment1,2.0,0.5585060818913825,42.675
14,15,MAX_well3-c1-63xz-day2.tif,1.53,54.111,5517.0,21042022,W3C1,segment1,day2,control,W3C1-segment1,2.0,1.524854872344023,42.675
15,16,MAX_well3-c1-63xz-day2.tif,1.01,41.351,4216.0,21042022,W3C1,segment1,day2,control,W3C1-segment1,2.0,0.666349748614155,42.675
16,17,MAX_well3-c1-63xz-day2.tif,1.216,49.717,5069.0,21042022,W3C1,segment1,day2,control,W3C1-segment1,2.0,1.2726411713510468,42.675
17,18,MAX_well3-c1-63xz-day2.tif,0.932,61.075,6227.0,21042022,W3C1,segment1,day2,control,W3C1-segment1,2.0,2.2463954685890837,42.675
18,19,MAX_well3-c1-63xz-day2.tif,1.354,60.663,6185.0,21042022,W3C1,segment1,day2,control,W3C1-segment1,2.0,1.6684452267664125,42.675
19,20,MAX_well3-c1-63xz-day2.tif,1.0,46.265,4717.0,21042022,W3C1,segment1,day2,control,W3C1-segment1,2.0,0.9125606532802083,42.675
20,21,MAX_well3-c1-63xz-day2.tif,0.951,31.249,3186.0,21042022,W3C1,segment1,day2,control,W3C1-segment1,2.0,2.0528839837077912,42.675
21,22,MAX_well3-c1-63xz-day2.tif,0.588,24.128,2460.0,21042022,W3C1,segment1,day2,control,W3C1-segment1,2.0,0.5173463699129466,42.675
22,23,MAX_well3-c1-63xz-day2.tif,1.246,72.295,7371.0,21042022,W3C1,segment1,day2,control,W3C1-segment1,2.0,0.7741773127871241,42.675
23,24,MAX_well3-c1-63xz-day2.tif,0.971,65.685,6697.0,21042022,W3C1,segment1,day2,control,W3C1-segment1,2.0,6.5079758248290895,42.675
24,25,MAX_well3-c1-63xz-day2.tif,1.216,49.57,5054.0,21042022,W3C1,segment1,day2,control,W3C1-segment1,2.0,1.0755511195972922,42.675
25,26,MAX_well3-c1-63xz-day2.tif,1.03,53.533,5458.0,21042022,W3C1,segment1,day2,control,W3C1-segment1,2.0,2.1097580200204935,42.675
26,27,MAX_well3-c1-63xz-day2.tif,1.206,52.297,5332.0,21042022,W3C1,segment1,day2,control,W3C1-segment1,2.0,2.3334374442263073,42.675
27,28,MAX_well3-c1-63xz-day2.tif,0.451,25.06,2555.0,21042022,W3C1,segment1,day2,control,W3C1-segment1,2.0,1.1350665821179455,42.675
28,29,MAX_well3-c1-63xz-day2.tif,1.187,64.91,6618.0,21042022,W3C1,segment1,day2,control,W3C1-segment1,2.0,1.55644542489929,42.675
29,30,MAX_well3-c1-63xz-day2.tif,0.932,35.515,3621.0,21042022,W3C1,segment1,day2,control,W3C1-segment1,2.0,0.5948711935948545,42.675
30,31,MAX_well3-c1-63xz-day2.tif,1.295,65.646,6693.0,21042022,W3C1,segment1,day2,control,W3C1-segment1,2.0,0.49239054612551664,42.675
31,32,MAX_well3-c1-63xz-day2.tif,0.794,39.576,4035.0,21042022,W3C1,segment1,day2,control,W3C1-segment1,2.0,0.9541443656878345,42.675
32,33,MAX_well3-c1-63xz-day2.tif,0.5,32.504,3314.0,21042022,W3C1,segment1,day2,control,W3C1-segment1,2.0,0.48570702768936497,42.675
33,34,MAX_well3-c1-63xz-day2.tif,1.216,56.328,5743.0,21042022,W3C1,segment1,day2,control,W3C1-segment1,2.0,0.9536773669240147,42.675
34,35,MAX_well3-c1-63xz-day2.tif,1.089,50.208,5119.0,21042022,W3C1,segment1,day2,control,W3C1-segment1,2.0,1.0550337262812834,42.675
35,36,MAX_well3-c1-63xz-day2.tif,0.951,144.454,14728.0,21042022,W3C1,segment1,day2,control,W3C1-segment1,2.0,2.617868793040957,42.675
36,37,MAX_well3-c1-63xz-day2.tif,1.432,83.457,8509.0,21042022,W3C1,segment1,day2,control,W3C1-segment1,2.0,1.65,42.675
37,38,MAX_well3-c1-63xz-day2.tif,0.657,30.336,3093.0,21042022,W3C1,segment1,day2,control,W3C1-segment1,2.0,0.6879379549629226,42.675
38,39,MAX_well3-c1-63xz-day2.tif,0.687,42.577,4341.0,21042022,W3C1,segment1,day2,control,W3C1-segment1,2.0,2.5979010311794495,42.675
39,40,MAX_well3-c1-63xz-day2.tif,0.422,13.741,1401.0,21042022,W3C1,segment1,day2,control,W3C1-segment1,2.0,0.7308265078183172,42.675
40,41,MAX_well3-c1-63xz-day2.tif,0.677,38.32,3907.0,21042022,W3C1,segment1,day2,control,W3C1-segment1,2.0,0.3128086659102226,42.675
0,1,MAX_well3-c1-63xz-day3.tif,1.108,48.099,4904.0,21042022,W3C1,segment1,day3,control,W3C1-segment1,3.0,0.5500234422349026,48.099
1,2,MAX_well3-c1-63xz-day3.tif,1.648,72.717,7414.0,21042022,W3C1,segment1,day3,control,W3C1-segment1,3.0,1.0412836154308789,48.099
2,3,MAX_well3-c1-63xz-day3.tif,0.981,36.28,3699.0,21042022,W3C1,segment1,day3,control,W3C1-segment1,3.0,0.7174072096656187,48.099
3,4,MAX_well3-c1-63xz-day3.tif,1.54,115.52,11778.0,21042022,W3C1,segment1,day3,control,W3C1-segment1,3.0,1.285254948209299,48.099
4,5,MAX_well3-c1-63xz-day3.tif,1.491,72.717,7414.0,21042022,W3C1,segment1,day3,control,W3C1-segment1,3.0,0.9130483915521961,48.099
5,6,MAX_well3-c1-63xz-day3.tif,1.216,48.423,4937.0,21042022,W3C1,segment1,day3,control,W3C1-segment1,3.0,1.0479807817166602,48.099
6,7,MAX_well3-c1-63xz-day3.tif,0.579,22.019,2245.0,21042022,W3C1,segment1,day3,control,W3C1-segment1,3.0,0.5554182221773787,48.099
7,8,MAX_well3-c1-63xz-day3.tif,0.608,21.637,2206.0,21042022,W3C1,segment1,day3,control,W3C1-segment1,3.0,0.4770797962648557,48.099
8,9,MAX_well3-c1-63xz-day3.tif,1.0,71.54,7294.0,21042022,W3C1,segment1,day3,control,W3C1-segment1,3.0,1.6365092073658927,48.099
