,Area_[pA*ms],group,cell_ID,extras_path
295251,-57.0314407348632,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295252,-225.910903930664,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295253,-40.8342361450195,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295254,-45.3821868896484,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295255,-80.1440277099609,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295256,-92.3460464477539,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295257,-70.36181640625,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295258,-45.3934516906738,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295259,-57.9971084594726,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295260,-32.1736068725585,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295261,-102.239570617675,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295262,-44.2392921447753,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295263,-115.414779663085,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295264,-110.06770324707,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295265,-80.4301147460937,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295266,-102.898117065429,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295267,-59.9634704589843,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295268,-60.6946830749511,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295269,-47.0540122985839,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295271,-152.100509643554,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295272,-162.683654785156,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295273,-150.386962890625,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295274,-41.9424095153808,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295275,-56.5841751098632,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295276,-120.376319885253,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295277,-89.6613845825195,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295278,-86.0673904418945,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295279,-76.2184829711914,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295280,-83.4289398193359,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295281,-89.900161743164,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295282,-53.7910270690917,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295283,-53.0377235412597,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295285,-46.8900337219238,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295286,-103.045745849609,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295287,-112.86368560791,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295288,-52.861083984375,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295289,-49.6111907958984,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295290,-49.6666831970214,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295291,-105.52188873291,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295292,-109.933013916015,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295293,-43.0017623901367,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295294,-125.218994140625,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295295,-37.8699569702148,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
295296,-41.8008460998535,stimulated,C4_Cell22,stimulated\C4_Cell22.xlsx
300000,-52.5405845642089,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300001,-71.5069046020507,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300002,-211.095138549804,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300003,-203.526306152343,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300004,-186.040435791015,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300005,-167.437683105468,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300006,-284.933471679687,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300007,-137.146987915039,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300008,-52.7741775512695,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300009,-95.1271591186523,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300010,-532.483337402343,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300011,-78.6736984252929,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300012,-98.2830276489257,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300013,-44.9051132202148,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300014,-43.7807006835937,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300015,-70.8284454345703,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300016,-94.3251342773437,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300017,-47.1809883117675,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300018,-82.1534805297851,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300019,-63.786319732666,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300020,-114.103881835937,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300021,-56.09716796875,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300022,-52.7938766479492,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300023,-70.2025680541992,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300024,-57.0707740783691,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300025,-61.4202919006347,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300026,-85.5309295654296,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300027,-202.02587890625,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300028,-36.53804397583,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300029,-89.5789260864257,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300030,-101.413803100585,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300031,-61.0419082641601,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300032,-72.7345275878906,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300033,-41.4544639587402,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300034,-76.5203247070312,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300035,-47.320026397705,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300036,-200.36262512207,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300037,-178.477310180664,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300038,-200.512008666992,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300039,-53.7766036987304,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300040,-327.452758789062,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300041,-65.6545257568359,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300042,-175.917114257812,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300043,-119.749565124511,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300044,-78.2211685180664,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300045,-60.6022453308105,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300046,-268.254150390625,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300047,-56.7918167114257,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300048,-141.000869750976,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300049,-81.8596725463867,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300050,-53.4327507019042,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300051,-50.9292449951171,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300052,-55.437644958496,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300053,-59.1325302124023,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300054,-72.5476913452148,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300055,-170.123321533203,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300056,-430.072387695312,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300057,-213.841491699218,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300058,-71.0695877075195,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300059,-96.0445022583007,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300060,-144.17478942871,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300061,-156.645080566406,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300062,-52.3330917358398,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300063,-51.673713684082,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300064,-49.1083831787109,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300065,-57.2361450195312,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300066,-138.795639038085,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300067,-62.8306350708007,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300068,-103.489913940429,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300069,-100.421646118164,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300070,-185.222930908203,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300071,-63.7807121276855,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300073,-409.837677001953,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300074,-79.2668151855468,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300075,-251.083831787109,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300076,-45.349868774414,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300077,-53.3286209106445,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300078,-33.8981170654296,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300079,-190.785934448242,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300080,-73.3310470581054,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300081,-233.479766845703,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300082,-76.8425064086914,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300083,-108.566497802734,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300084,-133.140380859375,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300085,-42.6487770080566,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300087,-82.4653549194335,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300088,-71.2145919799804,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300089,-199.206604003906,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300090,-75.7174682617187,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300091,-382.472137451171,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300092,-65.3628158569335,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300093,-51.9598121643066,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
300095,-125.347717285156,stimulated,C4_Cell23,stimulated\C4_Cell23.xlsx
305000,-90.540672302246,stimulated,C4_Cell24,stimulated\C4_Cell24.xlsx
305001,-55.4410934448242,stimulated,C4_Cell24,stimulated\C4_Cell24.xlsx
305002,-65.732322692871,stimulated,C4_Cell24,stimulated\C4_Cell24.xlsx
305003,-101.641197204589,stimulated,C4_Cell24,stimulated\C4_Cell24.xlsx
305004,-39.7006111145019,stimulated,C4_Cell24,stimulated\C4_Cell24.xlsx
305005,-36.996768951416,stimulated,C4_Cell24,stimulated\C4_Cell24.xlsx
305006,-54.5942192077636,stimulated,C4_Cell24,stimulated\C4_Cell24.xlsx
305007,-43.2271614074707,stimulated,C4_Cell24,stimulated\C4_Cell24.xlsx
305008,-39.232006072998,stimulated,C4_Cell24,stimulated\C4_Cell24.xlsx
305009,-55.3914566040039,stimulated,C4_Cell24,stimulated\C4_Cell24.xlsx
305010,-180.002548217773,stimulated,C4_Cell24,stimulated\C4_Cell24.xlsx
305011,-49.6080360412597,stimulated,C4_Cell24,stimulated\C4_Cell24.xlsx
305012,-40.2099304199218,stimulated,C4_Cell24,stimulated\C4_Cell24.xlsx
305013,-48.5029830932617,stimulated,C4_Cell24,stimulated\C4_Cell24.xlsx
305014,-49.1153182983398,stimulated,C4_Cell24,stimulated\C4_Cell24.xlsx
305015,-45.3083801269531,stimulated,C4_Cell24,stimulated\C4_Cell24.xlsx
305016,-76.6792678833007,stimulated,C4_Cell24,stimulated\C4_Cell24.xlsx
305017,-71.8081359863281,stimulated,C4_Cell24,stimulated\C4_Cell24.xlsx
305018,-53.5646209716796,stimulated,C4_Cell24,stimulated\C4_Cell24.xlsx
305019,-54.6568756103515,stimulated,C4_Cell24,stimulated\C4_Cell24.xlsx
305020,-65.6642761230468,stimulated,C4_Cell24,stimulated\C4_Cell24.xlsx
305021,-90.0132217407226,stimulated,C4_Cell24,stimulated\C4_Cell24.xlsx
305022,-101.205093383789,stimulated,C4_Cell24,stimulated\C4_Cell24.xlsx
305023,-63.8383865356445,stimulated,C4_Cell24,stimulated\C4_Cell24.xlsx
305024,-46.3616790771484,stimulated,C4_Cell24,stimulated\C4_Cell24.xlsx
305025,-77.391242980957,stimulated,C4_Cell24,stimulated\C4_Cell24.xlsx
305026,-631.711853027343,stimulated,C4_Cell24,stimulated\C4_Cell24.xlsx
305027,-61.4318542480468,stimulated,C4_Cell24,stimulated\C4_Cell24.xlsx
305028,-119.646842956542,stimulated,C4_Cell24,stimulated\C4_Cell24.xlsx
305029,-76.1061477661132,stimulated,C4_Cell24,stimulated\C4_Cell24.xlsx
305030,-87.1846008300781,stimulated,C4_Cell24,stimulated\C4_Cell24.xlsx
305031,-45.7621536254882,stimulated,C4_Cell24,stimulated\C4_Cell24.xlsx
305033,-57.2347221374511,stimulated,C4_Cell24,stimulated\C4_Cell24.xlsx
305034,-63.4914207458496,stimulated,C4_Cell24,stimulated\C4_Cell24.xlsx
305035,-39.0290374755859,stimulated,C4_Cell24,stimulated\C4_Cell24.xlsx
305036,-232.744110107421,stimulated,C4_Cell24,stimulated\C4_Cell24.xlsx
305037,-55.4230575561523,stimulated,C4_Cell24,stimulated\C4_Cell24.xlsx
310000,-105.527374267578,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310001,-44.681900024414,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310002,-44.2942504882812,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310004,-58.5021934509277,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310005,-37.2294998168945,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310006,-157.015823364257,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310007,-168.536376953125,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310008,-245.989028930664,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310009,-42.6859474182128,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310010,-30.3145389556884,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310011,-41.5380821228027,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310012,-249.303237915039,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310013,-52.2353973388671,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310014,-47.7247657775878,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310015,-39.8821563720703,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310016,-42.8645248413085,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310017,-57.7959213256835,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310018,-64.2185363769531,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310019,-154.658126831054,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310020,-53.5449867248535,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310023,-53.3046493530273,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310024,-36.468448638916,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310025,-51.8861656188964,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310026,-209.818817138671,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310027,-84.2747344970703,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310028,-43.0778083801269,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310029,-51.7522277832031,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310030,-57.2164497375488,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310031,-74.3704299926757,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310032,-55.5746116638183,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310034,-62.4929580688476,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310035,-65.2269668579101,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310036,-54.1159591674804,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310037,-75.3477783203125,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310038,-65.3497314453125,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310039,-137.17771911621,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310040,-43.1224517822265,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310041,-62.9007263183593,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310043,-44.4050369262695,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310044,-86.7043075561523,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310045,-100.13247680664,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310046,-178.675506591796,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310047,-35.3341789245605,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310048,-56.9639739990234,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310049,-34.5816955566406,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310050,-100.128913879394,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310051,-129.911056518554,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310052,-108.141471862792,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310053,-34.83101272583,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310054,-57.1368103027343,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310055,-52.4252700805664,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310056,-209.286041259765,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310057,-43.5182342529296,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310058,-213.664596557617,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310059,-34.2685241699218,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310060,-62.6960945129394,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310061,-64.4218139648437,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
310062,-51.171401977539,stimulated,C5_Cell25,stimulated\C5_Cell25.xlsx
315000,-157.328582763671,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315001,-55.5591659545898,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315002,-46.8396759033203,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315003,-47.1123390197753,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315004,-49.4970550537109,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315005,-52.1165504455566,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315006,-137.674774169921,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315007,-231.754776000976,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315008,-92.3615341186523,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315009,-84.9500732421875,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315010,-57.3917503356933,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315011,-187.836288452148,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315012,-35.5752220153808,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315013,-326.760498046875,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315014,-85.3794937133789,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315015,-231.457931518554,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315016,-30.6507415771484,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315017,-38.7381935119628,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315018,-50.639305114746,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315019,-42.6159553527832,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315020,-303.293518066406,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315021,-52.6294021606445,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315022,-58.5248870849609,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315023,-124.281188964843,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315024,-68.46826171875,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315025,-304.277282714843,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315026,-85.2700119018554,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315027,-55.1788635253906,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315028,-58.3535003662109,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315029,-45.6068954467773,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315030,-60.6106033325195,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315031,-39.7633247375488,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315032,-77.9239425659179,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315033,-111.955947875976,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315034,-54.987377166748,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315035,-316.289825439453,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315036,-37.9907989501953,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315037,-117.95376586914,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315038,-65.116226196289,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315039,-45.0280647277832,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315040,-68.3599014282226,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315041,-60.162841796875,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315042,-40.6182098388671,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315043,-63.2147674560546,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315044,-36.5912399291992,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315045,-85.510139465332,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315047,-53.4088897705078,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315048,-59.0074920654296,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315049,-53.498737335205,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315050,-56.6849403381347,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315051,-176.770401000976,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315052,-37.1302299499511,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315053,-59.2576446533203,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315054,-74.3290863037109,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315055,-153.563934326171,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315056,-36.7658309936523,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315057,-145.205261230468,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
315058,-60.5421066284179,stimulated,C5_Cell26,stimulated\C5_Cell26.xlsx
