,Interevent-Interval_[ms],group,cell_ID,extras_path
180034,1639.09985351562,control,C7_Cell41,control\C7_Cell41.xlsx
180035,195.800674438476,control,C7_Cell41,control\C7_Cell41.xlsx
180036,42.9005012512207,control,C7_Cell41,control\C7_Cell41.xlsx
180037,40.7986106872558,control,C7_Cell41,control\C7_Cell41.xlsx
180038,69.8007659912109,control,C7_Cell41,control\C7_Cell41.xlsx
180039,57.5002365112304,control,C7_Cell41,control\C7_Cell41.xlsx
180040,868.298522949218,control,C7_Cell41,control\C7_Cell41.xlsx
180041,1630.00036621093,control,C7_Cell41,control\C7_Cell41.xlsx
180042,798.999694824218,control,C7_Cell41,control\C7_Cell41.xlsx
180043,1385.19946289062,control,C7_Cell41,control\C7_Cell41.xlsx
180044,619.402038574218,control,C7_Cell41,control\C7_Cell41.xlsx
180045,244.597702026367,control,C7_Cell41,control\C7_Cell41.xlsx
180046,247.101577758789,control,C7_Cell41,control\C7_Cell41.xlsx
180047,2135.8984375,control,C7_Cell41,control\C7_Cell41.xlsx
180048,4469.203125,control,C7_Cell41,control\C7_Cell41.xlsx
180049,895.09765625,control,C7_Cell41,control\C7_Cell41.xlsx
180050,1555.40222167968,control,C7_Cell41,control\C7_Cell41.xlsx
180051,222.796890258789,control,C7_Cell41,control\C7_Cell41.xlsx
180052,466.40234375,control,C7_Cell41,control\C7_Cell41.xlsx
180053,134.199279785156,control,C7_Cell41,control\C7_Cell41.xlsx
180054,103.8984375,control,C7_Cell41,control\C7_Cell41.xlsx
180055,26.8006553649902,control,C7_Cell41,control\C7_Cell41.xlsx
180056,27.5,control,C7_Cell41,control\C7_Cell41.xlsx
180057,212.500045776367,control,C7_Cell41,control\C7_Cell41.xlsx
180058,56.0000801086425,control,C7_Cell41,control\C7_Cell41.xlsx
180059,166.19937133789,control,C7_Cell41,control\C7_Cell41.xlsx
180060,68.4021224975585,control,C7_Cell41,control\C7_Cell41.xlsx
180061,190.699432373046,control,C7_Cell41,control\C7_Cell41.xlsx
180062,103.198936462402,control,C7_Cell41,control\C7_Cell41.xlsx
180063,91.69921875,control,C7_Cell41,control\C7_Cell41.xlsx
180064,44.2032508850097,control,C7_Cell41,control\C7_Cell41.xlsx
180065,31.8984375,control,C7_Cell41,control\C7_Cell41.xlsx
180066,167.5,control,C7_Cell41,control\C7_Cell41.xlsx
180067,258.10171508789,control,C7_Cell41,control\C7_Cell41.xlsx
180068,361.597442626953,control,C7_Cell41,control\C7_Cell41.xlsx
180069,198.402404785156,control,C7_Cell41,control\C7_Cell41.xlsx
180070,741.500183105468,control,C7_Cell41,control\C7_Cell41.xlsx
180071,599.499755859375,control,C7_Cell41,control\C7_Cell41.xlsx
180072,876.097595214843,control,C7_Cell41,control\C7_Cell41.xlsx
180074,78.9024047851562,control,C7_Cell41,control\C7_Cell41.xlsx
180075,68.9998779296875,control,C7_Cell41,control\C7_Cell41.xlsx
180076,98.0979385375976,control,C7_Cell41,control\C7_Cell41.xlsx
180077,27.1990623474121,control,C7_Cell41,control\C7_Cell41.xlsx
180078,536.703308105468,control,C7_Cell41,control\C7_Cell41.xlsx
180079,603.296691894531,control,C7_Cell41,control\C7_Cell41.xlsx
180082,76.8009338378906,control,C7_Cell41,control\C7_Cell41.xlsx
180083,58.3006248474121,control,C7_Cell41,control\C7_Cell41.xlsx
180084,721.999877929687,control,C7_Cell41,control\C7_Cell41.xlsx
180085,2300.69921875,control,C7_Cell41,control\C7_Cell41.xlsx
180086,341.402313232421,control,C7_Cell41,control\C7_Cell41.xlsx
180087,1528.09765625,control,C7_Cell41,control\C7_Cell41.xlsx
180089,84.1014404296875,control,C7_Cell41,control\C7_Cell41.xlsx
180090,1312.19921875,control,C7_Cell41,control\C7_Cell41.xlsx
180091,418.6015625,control,C7_Cell41,control\C7_Cell41.xlsx
180092,69.000015258789,control,C7_Cell41,control\C7_Cell41.xlsx
180093,1163.29711914062,control,C7_Cell41,control\C7_Cell41.xlsx
180095,359.203155517578,control,C7_Cell41,control\C7_Cell41.xlsx
180096,140.999938964843,control,C7_Cell41,control\C7_Cell41.xlsx
180097,328.796905517578,control,C7_Cell41,control\C7_Cell41.xlsx
180098,343.000030517578,control,C7_Cell41,control\C7_Cell41.xlsx
180099,1085.60168457031,control,C7_Cell41,control\C7_Cell41.xlsx
180100,829.3984375,control,C7_Cell41,control\C7_Cell41.xlsx
180101,93.2030639648437,control,C7_Cell41,control\C7_Cell41.xlsx
180102,42.59765625,control,C7_Cell41,control\C7_Cell41.xlsx
180103,1170.1015625,control,C7_Cell41,control\C7_Cell41.xlsx
180104,2424.69921875,control,C7_Cell41,control\C7_Cell41.xlsx
180106,60.6015625,control,C7_Cell41,control\C7_Cell41.xlsx
180107,441.1015625,control,C7_Cell41,control\C7_Cell41.xlsx
180108,424.000122070312,control,C7_Cell41,control\C7_Cell41.xlsx
180109,409.296722412109,control,C7_Cell41,control\C7_Cell41.xlsx
180110,267.398529052734,control,C7_Cell41,control\C7_Cell41.xlsx
180111,1451.80456542968,control,C7_Cell41,control\C7_Cell41.xlsx
180112,429.89859008789,control,C7_Cell41,control\C7_Cell41.xlsx
180113,125.999847412109,control,C7_Cell41,control\C7_Cell41.xlsx
180114,1972.0,control,C7_Cell41,control\C7_Cell41.xlsx
180115,1269.6015625,control,C7_Cell41,control\C7_Cell41.xlsx
180116,1434.50012207031,control,C7_Cell41,control\C7_Cell41.xlsx
180117,397.593597412109,control,C7_Cell41,control\C7_Cell41.xlsx
180118,586.804809570312,control,C7_Cell41,control\C7_Cell41.xlsx
180119,5379.296875,control,C7_Cell41,control\C7_Cell41.xlsx
180120,5472.8984375,control,C7_Cell41,control\C7_Cell41.xlsx
180121,1962.3046875,control,C7_Cell41,control\C7_Cell41.xlsx
180122,307.601531982421,control,C7_Cell41,control\C7_Cell41.xlsx
180123,996.8984375,control,C7_Cell41,control\C7_Cell41.xlsx
180125,81.8985595703125,control,C7_Cell41,control\C7_Cell41.xlsx
180126,136.796813964843,control,C7_Cell41,control\C7_Cell41.xlsx
180127,1736.10144042968,control,C7_Cell41,control\C7_Cell41.xlsx
180128,59.6016235351562,control,C7_Cell41,control\C7_Cell41.xlsx
180129,302.898559570312,control,C7_Cell41,control\C7_Cell41.xlsx
180131,606.5,control,C7_Cell41,control\C7_Cell41.xlsx
180132,90.8983154296875,control,C7_Cell41,control\C7_Cell41.xlsx
180133,433.406280517578,control,C7_Cell41,control\C7_Cell41.xlsx
180134,2789.796875,control,C7_Cell41,control\C7_Cell41.xlsx
180135,252.796813964843,control,C7_Cell41,control\C7_Cell41.xlsx
180136,1180.3046875,control,C7_Cell41,control\C7_Cell41.xlsx
180137,421.101684570312,control,C7_Cell41,control\C7_Cell41.xlsx
180138,2662.09375,control,C7_Cell41,control\C7_Cell41.xlsx
180139,33.9063987731933,control,C7_Cell41,control\C7_Cell41.xlsx
180140,41.1951866149902,control,C7_Cell41,control\C7_Cell41.xlsx
180142,627.398498535156,control,C7_Cell41,control\C7_Cell41.xlsx
180143,47.703125,control,C7_Cell41,control\C7_Cell41.xlsx
180145,562.101501464843,control,C7_Cell41,control\C7_Cell41.xlsx
180146,505.6953125,control,C7_Cell41,control\C7_Cell41.xlsx
180147,126.304626464843,control,C7_Cell41,control\C7_Cell41.xlsx
180148,1237.8984375,control,C7_Cell41,control\C7_Cell41.xlsx
180150,218.601440429687,control,C7_Cell41,control\C7_Cell41.xlsx
180153,1066.796875,control,C7_Cell41,control\C7_Cell41.xlsx
180154,391.703125,control,C7_Cell41,control\C7_Cell41.xlsx
180155,2287.00024414062,control,C7_Cell41,control\C7_Cell41.xlsx
180156,45.8982887268066,control,C7_Cell41,control\C7_Cell41.xlsx
180158,291.898620605468,control,C7_Cell41,control\C7_Cell41.xlsx
180159,431.804626464843,control,C7_Cell41,control\C7_Cell41.xlsx
180160,607.593627929687,control,C7_Cell41,control\C7_Cell41.xlsx
180161,598.906311035156,control,C7_Cell41,control\C7_Cell41.xlsx
180162,41.0001487731933,control,C7_Cell41,control\C7_Cell41.xlsx
180163,1633.79675292968,control,C7_Cell41,control\C7_Cell41.xlsx
180164,10934.3984375,control,C7_Cell41,control\C7_Cell41.xlsx
180166,1268.60168457031,control,C7_Cell41,control\C7_Cell41.xlsx
180167,1145.60168457031,control,C7_Cell41,control\C7_Cell41.xlsx
180168,394.601470947265,control,C7_Cell41,control\C7_Cell41.xlsx
180169,1149.3984375,control,C7_Cell41,control\C7_Cell41.xlsx
180170,1021.8984375,control,C7_Cell41,control\C7_Cell41.xlsx
180171,419.203186035156,control,C7_Cell41,control\C7_Cell41.xlsx
180172,2411.3984375,control,C7_Cell41,control\C7_Cell41.xlsx
180174,213.601593017578,control,C7_Cell41,control\C7_Cell41.xlsx
180175,1113.20324707031,control,C7_Cell41,control\C7_Cell41.xlsx
180176,160.09375,control,C7_Cell41,control\C7_Cell41.xlsx
180178,62.296875,control,C7_Cell41,control\C7_Cell41.xlsx
180179,81.6090774536132,control,C7_Cell41,control\C7_Cell41.xlsx
180180,64.3906784057617,control,C7_Cell41,control\C7_Cell41.xlsx
180181,2319.609375,control,C7_Cell41,control\C7_Cell41.xlsx
180182,432.093688964843,control,C7_Cell41,control\C7_Cell41.xlsx
185001,724.400146484375,control,C7_Cell42,control\C7_Cell42.xlsx
185002,2631.60009765625,control,C7_Cell42,control\C7_Cell42.xlsx
185003,10607.0,control,C7_Cell42,control\C7_Cell42.xlsx
185004,193.199096679687,control,C7_Cell42,control\C7_Cell42.xlsx
185005,1130.201171875,control,C7_Cell42,control\C7_Cell42.xlsx
185006,2246.3984375,control,C7_Cell42,control\C7_Cell42.xlsx
185007,461.900390625,control,C7_Cell42,control\C7_Cell42.xlsx
185008,1429.900390625,control,C7_Cell42,control\C7_Cell42.xlsx
185009,2219.900390625,control,C7_Cell42,control\C7_Cell42.xlsx
185010,1521.09973144531,control,C7_Cell42,control\C7_Cell42.xlsx
185011,279.800994873046,control,C7_Cell42,control\C7_Cell42.xlsx
185012,2155.59936523437,control,C7_Cell42,control\C7_Cell42.xlsx
185013,1698.49987792968,control,C7_Cell42,control\C7_Cell42.xlsx
185014,143.900604248046,control,C7_Cell42,control\C7_Cell42.xlsx
185015,1614.0,control,C7_Cell42,control\C7_Cell42.xlsx
185016,2440.80078125,control,C7_Cell42,control\C7_Cell42.xlsx
185017,4836.69921875,control,C7_Cell42,control\C7_Cell42.xlsx
185018,214.8984375,control,C7_Cell42,control\C7_Cell42.xlsx
185019,843.999755859375,control,C7_Cell42,control\C7_Cell42.xlsx
185020,4108.1015625,control,C7_Cell42,control\C7_Cell42.xlsx
185021,12548.09765625,control,C7_Cell42,control\C7_Cell42.xlsx
185022,2765.6015625,control,C7_Cell42,control\C7_Cell42.xlsx
185023,9989.296875,control,C7_Cell42,control\C7_Cell42.xlsx
185024,1391.50012207031,control,C7_Cell42,control\C7_Cell42.xlsx
185025,437.499847412109,control,C7_Cell42,control\C7_Cell42.xlsx
185026,576.101684570312,control,C7_Cell42,control\C7_Cell42.xlsx
185027,4083.70288085937,control,C7_Cell42,control\C7_Cell42.xlsx
185028,121.499938964843,control,C7_Cell42,control\C7_Cell42.xlsx
185029,1481.89855957031,control,C7_Cell42,control\C7_Cell42.xlsx
185030,5137.0,control,C7_Cell42,control\C7_Cell42.xlsx
185031,252.101501464843,control,C7_Cell42,control\C7_Cell42.xlsx
185032,32.0,control,C7_Cell42,control\C7_Cell42.xlsx
185033,898.898498535156,control,C7_Cell42,control\C7_Cell42.xlsx
185034,1802.0,control,C7_Cell42,control\C7_Cell42.xlsx
185035,1952.39831542968,control,C7_Cell42,control\C7_Cell42.xlsx
185036,216.1015625,control,C7_Cell42,control\C7_Cell42.xlsx
185037,2853.5,control,C7_Cell42,control\C7_Cell42.xlsx
185038,3454.796875,control,C7_Cell42,control\C7_Cell42.xlsx
185039,1044.60180664062,control,C7_Cell42,control\C7_Cell42.xlsx
185040,7030.5,control,C7_Cell42,control\C7_Cell42.xlsx
185042,400.8984375,control,C7_Cell42,control\C7_Cell42.xlsx
185043,3205.90625,control,C7_Cell42,control\C7_Cell42.xlsx
185044,4961.09375,control,C7_Cell42,control\C7_Cell42.xlsx
185045,290.703247070312,control,C7_Cell42,control\C7_Cell42.xlsx
185046,1448.10144042968,control,C7_Cell42,control\C7_Cell42.xlsx
185047,168.695343017578,control,C7_Cell42,control\C7_Cell42.xlsx
185048,3540.1015625,control,C7_Cell42,control\C7_Cell42.xlsx
185049,2648.703125,control,C7_Cell42,control\C7_Cell42.xlsx
185050,3044.0,control,C7_Cell42,control\C7_Cell42.xlsx
190001,140.100021362304,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190002,437.499938964843,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190003,316.900085449218,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190004,789.000122070312,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190005,180.099899291992,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190006,182.100051879882,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190007,839.200012207031,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190008,723.200073242187,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190009,1379.19995117187,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190010,105.300094604492,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190011,93.1997146606445,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190012,195.10009765625,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190013,976.600219726562,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190014,801.599975585937,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190015,42.7998046875,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190016,1004.2001953125,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190017,292.7001953125,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190018,545.19921875,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190019,1043.40063476562,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190020,350.999816894531,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190021,125.500106811523,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190022,1157.70007324218,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190023,200.7998046875,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190024,789.299987792968,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190025,936.400329589843,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190026,279.299713134765,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190027,1194.09973144531,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190028,398.2001953125,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190029,311.200073242187,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190030,561.300903320312,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190031,72.5001068115234,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190032,1843.49975585937,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190033,882.0,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190034,818.298950195312,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190035,283.099395751953,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190036,53.9006080627441,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190037,1357.99975585937,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190038,353.400604248046,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190039,552.099487304687,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190040,214.701293945312,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190041,428.599609375,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190042,236.798828125,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190043,645.300659179687,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190044,444.199432373046,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190045,458.10122680664,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190046,129.0,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190047,62.6994361877441,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190048,255.800888061523,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190049,1123.39807128906,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190050,26.1015625,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190051,1875.29895019531,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190052,357.400390625,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190053,945.400268554687,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190054,290.900726318359,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190055,1235.29870605468,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190056,133.5,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190058,128.300796508789,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190059,236.799041748046,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190060,209.601455688476,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190061,124.298721313476,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190062,1258.50183105468,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190063,1130.09790039062,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190064,236.30078125,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190065,104.398216247558,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190066,1696.90222167968,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190067,217.09765625,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190068,637.0,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190069,41.3008422851562,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190070,518.999938964843,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190071,377.000274658203,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190072,310.800537109375,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190073,743.398376464843,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190074,696.402648925781,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190075,755.097351074218,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190076,534.101623535156,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190077,862.898376464843,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190078,934.80078125,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190079,156.801055908203,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190080,143.0,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190081,411.80078125,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190082,352.199005126953,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190083,238.699279785156,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190084,396.199096679687,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190085,197.902404785156,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190086,529.59765625,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190087,769.601806640625,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190088,141.898284912109,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190089,1151.10168457031,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190090,186.898162841796,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190092,161.402130126953,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190093,341.80078125,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190094,349.8984375,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190095,130.199432373046,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190096,53.9021263122558,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190097,740.59765625,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190098,199.402359008789,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190099,108.19920349121,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190100,200.09765625,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190101,51.6015625,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190102,79.3007354736328,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190103,261.0,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190104,81.3010635375976,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190105,333.699066162109,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190106,1529.00012207031,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190107,895.698974609375,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190108,1012.50024414062,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190109,555.499755859375,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190110,593.5,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190111,1033.6015625,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190112,127.199279785156,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190113,96.0975723266601,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190114,171.402297973632,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190115,197.898712158203,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190116,813.902099609375,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190117,251.199295043945,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190119,780.5,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190120,48.8008422851562,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190121,272.999969482421,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190122,885.199462890625,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190123,1234.80065917968,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190124,457.499938964843,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190125,386.499938964843,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190126,62.0,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190128,1880.19909667968,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190129,1107.49621582031,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190130,155.101379394531,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190131,229.101684570312,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190132,63.4999389648437,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190133,334.296875,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190134,410.804748535156,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190136,62.7969360351562,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190137,89.8984375,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190138,44.9999732971191,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190139,1080.90625,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190140,141.695281982421,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190141,1161.30480957031,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190142,187.59375,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190143,561.601379394531,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190144,329.601684570312,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190145,729.999938964843,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190146,359.101531982421,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190147,33.1016502380371,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190148,78.8984985351562,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190149,176.3984375,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190150,84.7968139648437,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190151,969.203002929687,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190152,504.296875,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190153,366.703247070312,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190154,572.796752929687,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190155,218.500183105468,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190156,693.999877929687,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190157,38.5000877380371,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190158,261.6015625,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190159,162.999938964843,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190160,53.3047485351562,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190161,979.0,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190163,346.79702758789,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190164,81.6015014648437,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190165,127.999938964843,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190166,48.2970008850097,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190167,1004.39825439453,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190168,331.000061035156,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190169,102.999938964843,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190170,505.3046875,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190171,182.796936035156,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190172,692.804748535156,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190173,184.593688964843,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190174,162.601684570312,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190175,676.804565429687,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190176,44.5938377380371,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190177,872.703125,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190178,115.999938964843,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190179,47.8983764648437,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190180,1657.6015625,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190181,229.203125,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190182,338.898468017578,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190183,49.6953392028808,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190184,85.4999771118164,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190185,287.804718017578,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190186,295.195373535156,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190187,783.601623535156,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190188,188.8046875,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190189,87.1951599121093,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190191,295.898345947265,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190192,217.703094482421,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190194,736.500061035156,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
190195,929.499938964843,stimulated,C1_Cell1,stimulated\C1_Cell1.xlsx
