,AUC1,AUC2
0,"[22.055583862, 27.990232102, 22.512849468000002, 40.678018338, 31.385286224000005, 80.22737583]","[20.194941164, 22.037528211999998, 22.619594317999997, 38.11707029200001, 50.86741229, 37.435945574]"
