,AUC1,AUC2
0,"[24.000030900000002, 26.263191664, 24.906281917999998, 56.050071962000004, 22.468778790000002, 53.750069002]","[19.125024488, 22.166695122, 23.238125098, 52.750067744, 43.833389581999995, 30.105301887999996]"
