timing,group,culture_ID,0,4,8,12,16,20,24,28,32,36,40,44,48,52,56,60,64,68,72,76,80,84,88,92,96,100,104,108,112,116,120,124,128,132,136,140,144,148,152,156,160,164,168,172,176,180,184,188,192,196,200,204,208,212,216,220,224,228,232,236,240,244,248,252,256,260,264,268,272,276,280,284,288,292,296,300,304,308,312,316,320,324,328,332,336,340,344,348,352,356,360,364,368,372,376,380,384,388,392,396,400,404,408,412,416,420,424,428,432,436,440,444,448,452,456,460,464,468,472,476,480,484,488,492,496,500,504,508,512,516,520,524,528,532,536,540,544,548,552,556,560,564,568,572,576,580,584,588,592,596,598
h0,ctr,B1H0C1,0.035714332,0.071428663,0.053571497,0.044642915,0.035714332,0.035714332,0.053571497,0.06250008,0.06250008,0.071428663,0.044642915,0.071428663,0.026785749,0.089285829,0.06250008,0.044642915,0.026785749,0.071428663,0.06250008,0.053571497,0.026785749,0.06250008,0.035714332,0.053571497,0.026785749,0.044642915,0.053571497,0.035714332,0.044642915,0.026785749,0.044642915,0,0.053571497,0.035714332,0.017857166,0.071428663,0.06250008,0.06250008,0.017857166,0.008928583,0.017857166,0.026785749,0.06250008,0.035714332,0.035714332,0.035714332,0.035714332,0.06250008,0.035714332,0.044642915,0.026785749,0.017857166,0.044642915,0.044642915,0.044642915,0,0.053571497,0.035714332,0.06250008,0.06250008,0,0.026785749,0.017857166,0.026785749,0.026785749,0.071428663,0.053571497,0.017857166,0.008928583,0.071428663,0.035714332,0.026785749,0.008928583,0.017857166,0.008928583,0.053571497,0.017857166,0.06250008,0.053571497,0.017857166,0.035714332,0.044642915,0.026785749,0.035714332,0.035714332,0.06250008,0.044642915,0.035714332,0.06250008,0.035714332,0.035714332,0.053571497,0.026785749,0.053571497,0.053571497,0.053571497,0.008928583,0.017857166,0.026785749,0.017857166,0.044642915,0.080357246,0.035714332,0.017857166,0.044642915,0.017857166,0.035714332,0.035714332,0.017857166,0.06250008,0.053571497,0.026785749,0.026785749,0.035714332,0.017857166,0.053571497,0.044642915,0.071428663,0.026785749,0.026785749,0,0.035714332,0.026785749,0.06250008,0.008928583,0.06250008,0.026785749,0.06250008,0.026785749,0.071428663,0.044642915,0.017857166,0.044642915,0.008928583,0.017857166,0.026785749,0.044642915,0.026785749,0.017857166,0.035714332,0.098214412,0.035714332,0.053571497,0.053571497,0.071428663,0.026785749,0.026785749,0.044642915,0.053571497,0.06250008,0
h0,rms,B1H0C3,0.03125004,0.03125004,0.04687506,0.01562502,0.04687506,0.02343753,0.01562502,0.05468757,0.06250008,0.03125004,0.01562502,0.00781251,0.02343753,0.03125004,0.03906255,0.02343753,0.02343753,0.04687506,0.05468757,0.00781251,0.03125004,0.06250008,0.02343753,0.03125004,0.04687506,0.01562502,0.00781251,0.02343753,0.00781251,0.03125004,0.01562502,0.06250008,0.01562502,0.06250008,0.02343753,0.01562502,0.02343753,0.03125004,0.00781251,0.02343753,0.01562502,0.03906255,0.03125004,0.01562502,0.03125004,0.01562502,0.04687506,0.00781251,0.04687506,0.101562631,0.03125004,0.02343753,0.01562502,0.00781251,0.02343753,0.03125004,0.00781251,0.03125004,0.03906255,0.01562502,0.04687506,0.04687506,0.02343753,0.02343753,0.01562502,0.04687506,0.02343753,0.02343753,0.00781251,0.05468757,0.02343753,0.00781251,0.07031259,0.02343753,0.01562502,0.03906255,0.03125004,0.04687506,0.04687506,0.00781251,0.01562502,0.03125004,0.03125004,0.02343753,0.06250008,0,0.05468757,0.03906255,0.06250008,0.03125004,0.01562502,0.03125004,0.04687506,0.04687506,0.03125004,0.03906255,0.03125004,0.00781251,0.00781251,0.03125004,0.00781251,0.03906255,0.00781251,0.00781251,0.04687506,0.04687506,0.03906255,0.01562502,0.05468757,0.04687506,0.06250008,0.03125004,0.03125004,0.03906255,0.04687506,0.03125004,0.03125004,0.03125004,0.03906255,0.03125004,0.04687506,0.04687506,0.03906255,0.01562502,0.03906255,0.02343753,0.02343753,0.01562502,0.03906255,0.101562631,0.03906255,0.01562502,0.02343753,0.07031259,0.03906255,0.02343753,0.05468757,0,0.03125004,0.02343753,0.02343753,0.05468757,0.03906255,0.03125004,0.04687506,0.04687506,0.04687506,0.01562502,0.03906255,0.01562502,0
h0,ctr,B1H0C4,0.15789494,0.105263293,0.105263293,0.092105382,0.105263293,0.131579116,0.065789558,0.144737028,0.039473735,0.065789558,0.07894747,0.039473735,0.065789558,0.065789558,0.065789558,0.07894747,0.065789558,0.026315823,0.039473735,0.065789558,0.026315823,0.026315823,0.039473735,0.065789558,0.052631647,0.026315823,0.065789558,0.07894747,0.07894747,0.039473735,0.013157912,0.052631647,0.039473735,0.026315823,0.07894747,0.039473735,0.039473735,0.026315823,0.052631647,0,0.026315823,0.052631647,0.026315823,0.065789558,0.026315823,0.013157912,0.052631647,0.039473735,0.065789558,0.013157912,0.07894747,0.013157912,0.07894747,0.026315823,0.039473735,0.065789558,0.013157912,0.052631647,0.026315823,0.026315823,0.026315823,0,0.039473735,0.026315823,0,0.039473735,0.026315823,0.065789558,0.07894747,0,0.039473735,0.065789558,0.065789558,0.039473735,0.013157912,0.013157912,0.065789558,0.039473735,0.039473735,0.013157912,0.039473735,0.013157912,0.052631647,0.026315823,0.065789558,0.026315823,0.026315823,0.039473735,0.039473735,0.039473735,0.039473735,0.07894747,0.052631647,0.052631647,0.039473735,0.052631647,0.039473735,0.07894747,0.026315823,0.039473735,0.052631647,0.052631647,0.039473735,0,0.065789558,0.039473735,0.039473735,0,0.026315823,0.052631647,0.013157912,0.026315823,0.065789558,0.065789558,0.039473735,0,0.026315823,0.013157912,0.039473735,0.013157912,0.105263293,0.039473735,0.039473735,0.013157912,0.144737028,0.065789558,0.039473735,0,0.039473735,0,0.052631647,0.052631647,0.052631647,0.039473735,0.026315823,0.013157912,0,0.052631647,0.026315823,0.092105382,0.013157912,0.026315823,0.013157912,0.039473735,0.052631647,0.013157912,0.039473735,0.013157912,0,0.026315823,0
h0,rms,B1H0C5,0.011904777,0.023809554,0.011904777,0.023809554,0.047619109,0.011904777,0.047619109,0.059523886,0.023809554,0.035714332,0.035714332,0.047619109,0.011904777,0.035714332,0.047619109,0.035714332,0.071428663,0.059523886,0.023809554,0.023809554,0.095238218,0.011904777,0.023809554,0.08333344,0.011904777,0.059523886,0.023809554,0.047619109,0.047619109,0.095238218,0.035714332,0.107142995,0.023809554,0.011904777,0.023809554,0,0.035714332,0,0.011904777,0.035714332,0.035714332,0.071428663,0.023809554,0,0.035714332,0.023809554,0.023809554,0,0.059523886,0.047619109,0.047619109,0.023809554,0.047619109,0.035714332,0.047619109,0.023809554,0.047619109,0.011904777,0.023809554,0.035714332,0.035714332,0.011904777,0.071428663,0.119047772,0.047619109,0.023809554,0.023809554,0,0.023809554,0.011904777,0,0,0.119047772,0.047619109,0.047619109,0.023809554,0.023809554,0.011904777,0.023809554,0.095238218,0.071428663,0.023809554,0,0.047619109,0.107142995,0,0.023809554,0.059523886,0.023809554,0.047619109,0.023809554,0.023809554,0.095238218,0.035714332,0,0.011904777,0.071428663,0.035714332,0.08333344,0.023809554,0.011904777,0.023809554,0.035714332,0.035714332,0.023809554,0.011904777,0.023809554,0.035714332,0.071428663,0.011904777,0.011904777,0.035714332,0.08333344,0.035714332,0.047619109,0.071428663,0.107142995,0.035714332,0.011904777,0.023809554,0.047619109,0.035714332,0.035714332,0.023809554,0.023809554,0.047619109,0.011904777,0.035714332,0.08333344,0.011904777,0.035714332,0.023809554,0.059523886,0.023809554,0.011904777,0.059523886,0.071428663,0.011904777,0.011904777,0.023809554,0.059523886,0.047619109,0.059523886,0.047619109,0.035714332,0.047619109,0.047619109,0.011904777,0.011904777,0.023809554,0
h0,ctr,B1H0C6,0.140625181,0.0781251,0.109375141,0.093750121,0.171875221,0.093750121,0.093750121,0.0781251,0.01562502,0.03125004,0.03125004,0.0781251,0,0.04687506,0.06250008,0.06250008,0.01562502,0.06250008,0.06250008,0.03125004,0.06250008,0.03125004,0.01562502,0.04687506,0.01562502,0.03125004,0.04687506,0.04687506,0.093750121,0.04687506,0.06250008,0.06250008,0.04687506,0.03125004,0.0781251,0.03125004,0.0781251,0.03125004,0,0.03125004,0.01562502,0.03125004,0.04687506,0.0781251,0.01562502,0.04687506,0.04687506,0.03125004,0.03125004,0.04687506,0.06250008,0.01562502,0.04687506,0.03125004,0.03125004,0.04687506,0.04687506,0,0.01562502,0.093750121,0.04687506,0.03125004,0,0.01562502,0.01562502,0.03125004,0.06250008,0.03125004,0.03125004,0.03125004,0.01562502,0.04687506,0.04687506,0.03125004,0.04687506,0.06250008,0.06250008,0.03125004,0.01562502,0.06250008,0.04687506,0.01562502,0.01562502,0.03125004,0.01562502,0.04687506,0.03125004,0.03125004,0.06250008,0,0.04687506,0.04687506,0.04687506,0.04687506,0.04687506,0.03125004,0.04687506,0,0.04687506,0.06250008,0.04687506,0,0.04687506,0.01562502,0.01562502,0,0.04687506,0.01562502,0.01562502,0,0.04687506,0.01562502,0.04687506,0.04687506,0.03125004,0.06250008,0.04687506,0,0.03125004,0.04687506,0.03125004,0.109375141,0.06250008,0.03125004,0.03125004,0.06250008,0.04687506,0.01562502,0.03125004,0,0.06250008,0.04687506,0.04687506,0.06250008,0.01562502,0.0781251,0.03125004,0.093750121,0,0.0781251,0.04687506,0.06250008,0.04687506,0.04687506,0.01562502,0.01562502,0,0.01562502,0.03125004,0.03125004,0
h24,rms,B1H24C14,0,0.050000064,0,0.06250008,0.025000032,0.037500048,0.025000032,0.037500048,0.025000032,0.112500145,0.037500048,0.012500016,0.037500048,0.025000032,0.037500048,0.037500048,0.025000032,0.012500016,0.037500048,0.050000064,0.012500016,0.037500048,0.06250008,0.075000096,0.025000032,0.037500048,0.037500048,0.012500016,0.037500048,0.025000032,0.037500048,0.037500048,0.025000032,0.012500016,0.012500016,0.050000064,0.012500016,0.037500048,0.087500112,0.06250008,0.037500048,0.012500016,0.050000064,0.025000032,0.037500048,0,0.125000161,0.050000064,0.050000064,0.050000064,0.025000032,0.025000032,0.050000064,0.025000032,0.025000032,0.025000032,0,0.037500048,0.037500048,0.050000064,0.012500016,0.012500016,0.012500016,0.037500048,0.037500048,0.050000064,0.06250008,0.025000032,0,0.012500016,0.037500048,0.012500016,0.012500016,0.012500016,0.012500016,0.050000064,0,0.012500016,0.050000064,0.075000096,0.037500048,0.050000064,0.025000032,0.025000032,0.025000032,0.037500048,0.012500016,0.037500048,0.012500016,0.025000032,0.050000064,0.012500016,0.037500048,0.025000032,0.087500112,0.012500016,0.012500016,0.06250008,0.050000064,0.025000032,0.025000032,0,0.06250008,0.012500016,0.025000032,0.050000064,0.025000032,0.025000032,0.037500048,0.025000032,0.050000064,0.050000064,0.025000032,0.100000129,0.075000096,0.025000032,0.087500112,0.075000096,0,0.025000032,0,0.037500048,0.025000032,0.012500016,0.025000032,0.025000032,0.050000064,0.025000032,0.012500016,0.025000032,0.037500048,0.012500016,0.012500016,0.037500048,0.075000096,0.037500048,0.012500016,0.06250008,0.06250008,0.037500048,0.06250008,0.012500016,0.100000129,0.025000032,0.06250008,0.037500048,0.025000032,0.037500048,0.06250008,0.050000064,0
h24,ctr,B1H24C15,0.079545557,0.011363651,0.022727302,0.068181906,0.011363651,0.022727302,0.045454604,0.034090953,0.045454604,0.022727302,0.056818255,0.011363651,0.022727302,0,0.045454604,0.045454604,0.011363651,0.034090953,0.045454604,0.011363651,0.022727302,0.056818255,0.022727302,0.068181906,0.011363651,0.011363651,0.022727302,0.011363651,0.034090953,0.011363651,0,0.045454604,0.045454604,0.022727302,0.022727302,0.022727302,0,0.034090953,0.034090953,0.011363651,0.034090953,0.011363651,0.034090953,0.034090953,0.022727302,0.022727302,0.022727302,0.068181906,0.045454604,0.022727302,0,0.068181906,0.045454604,0,0.056818255,0.056818255,0.056818255,0.034090953,0.011363651,0.056818255,0.011363651,0.034090953,0.011363651,0.056818255,0.034090953,0.034090953,0.056818255,0.056818255,0.022727302,0.011363651,0.034090953,0.022727302,0.068181906,0.045454604,0.068181906,0.090909208,0.045454604,0.045454604,0.045454604,0.034090953,0.068181906,0.034090953,0.034090953,0.068181906,0.068181906,0.090909208,0.056818255,0.022727302,0.022727302,0.011363651,0.034090953,0.045454604,0.056818255,0.079545557,0.034090953,0.034090953,0,0.090909208,0.034090953,0.022727302,0.045454604,0.056818255,0.056818255,0.034090953,0.079545557,0.068181906,0.079545557,0.079545557,0.011363651,0.022727302,0.011363651,0.034090953,0.034090953,0.045454604,0.068181906,0.045454604,0.022727302,0.034090953,0.045454604,0.034090953,0.011363651,0.056818255,0.045454604,0.045454604,0.011363651,0.011363651,0.045454604,0.034090953,0,0.056818255,0.068181906,0.045454604,0.034090953,0.079545557,0.079545557,0.022727302,0.011363651,0.022727302,0.045454604,0.056818255,0.034090953,0.045454604,0,0.022727302,0.045454604,0.022727302,0.045454604,0.022727302,0.011363651,0.034090953,0
h24,rms,B1H24C16,0.033333376,0.016666688,0.016666688,0.033333376,0,0.066666752,0,0.050000064,0.033333376,0.033333376,0.016666688,0.066666752,0,0.050000064,0.08333344,0.016666688,0.050000064,0.033333376,0.050000064,0.050000064,0.033333376,0.050000064,0.08333344,0.050000064,0.016666688,0,0.050000064,0.100000129,0.050000064,0,0,0,0.050000064,0.033333376,0.033333376,0.066666752,0,0.050000064,0.016666688,0.016666688,0.050000064,0.033333376,0.050000064,0.050000064,0.08333344,0.033333376,0.033333376,0.033333376,0.066666752,0.066666752,0.050000064,0.016666688,0.033333376,0.016666688,0.08333344,0.033333376,0.016666688,0.016666688,0.016666688,0.066666752,0,0.016666688,0.050000064,0,0.033333376,0,0.116666817,0.033333376,0.016666688,0.016666688,0.050000064,0.016666688,0.033333376,0.016666688,0,0.050000064,0.016666688,0,0.016666688,0.100000129,0.033333376,0.016666688,0.050000064,0.033333376,0.066666752,0.033333376,0.066666752,0.08333344,0,0.016666688,0.08333344,0.033333376,0.033333376,0.033333376,0.016666688,0.033333376,0.033333376,0.066666752,0.016666688,0.066666752,0,0,0.016666688,0.033333376,0.116666817,0,0.050000064,0.066666752,0,0.100000129,0.100000129,0.016666688,0,0.016666688,0.050000064,0,0.08333344,0.050000064,0.08333344,0.050000064,0.066666752,0.033333376,0.016666688,0.033333376,0.016666688,0.050000064,0.066666752,0.033333376,0.116666817,0.050000064,0.016666688,0.016666688,0.050000064,0.016666688,0.033333376,0.050000064,0.033333376,0.016666688,0.033333376,0.016666688,0.016666688,0.016666688,0.016666688,0.050000064,0.050000064,0.016666688,0,0.033333376,0.08333344,0,0
h3,ctr,B1H3C10,0.035714332,0.035714332,0.035714332,0,0.017857166,0.053571497,0.071428663,0.017857166,0.035714332,0.053571497,0.107142995,0.071428663,0.071428663,0.142857326,0.035714332,0.089285829,0.035714332,0.035714332,0.053571497,0.053571497,0.035714332,0,0.053571497,0.089285829,0.071428663,0.035714332,0.053571497,0.035714332,0.089285829,0.089285829,0.053571497,0.035714332,0.053571497,0.017857166,0.035714332,0.053571497,0.017857166,0.053571497,0.017857166,0.071428663,0,0.071428663,0.017857166,0.071428663,0,0.017857166,0.017857166,0.035714332,0,0.017857166,0,0,0.053571497,0,0.035714332,0.089285829,0.035714332,0.125000161,0.035714332,0.017857166,0.017857166,0.035714332,0.107142995,0.107142995,0.017857166,0.017857166,0.125000161,0.071428663,0.035714332,0.017857166,0.107142995,0.071428663,0.035714332,0.035714332,0.017857166,0.035714332,0,0,0.017857166,0.017857166,0.071428663,0.071428663,0.071428663,0.035714332,0.035714332,0.089285829,0.089285829,0.071428663,0.053571497,0,0.053571497,0.017857166,0.035714332,0.017857166,0,0.035714332,0,0,0.035714332,0,0.035714332,0.053571497,0.017857166,0.035714332,0.035714332,0.017857166,0.017857166,0.035714332,0.035714332,0,0.035714332,0.089285829,0.017857166,0.035714332,0.035714332,0.053571497,0.017857166,0.035714332,0.035714332,0.071428663,0.035714332,0.017857166,0.125000161,0.017857166,0.017857166,0.035714332,0.053571497,0,0.035714332,0.017857166,0.053571497,0.035714332,0,0.053571497,0.071428663,0.017857166,0,0.053571497,0.071428663,0.089285829,0,0.017857166,0,0.017857166,0.017857166,0.017857166,0.017857166,0,0.017857166,0,0
