,AUC1,AUC2
0,"[23.785744900000005, 23.026345418, 26.85003441, 27.527813105999996, 154.904961028, 137.28278519399998]","[35.476236062, 30.295493564000004, 68.050087388, 125.79182833600001, 61.26198348]"
