,AUC1,AUC2
0,"[23.715939470000002, 33.422265174, 30.574113339999997, 27.89776307, 277.29447404399997, 102.578256796]","[27.810846556, 33.633376454, 73.489677704, 73.512914982, 63.355636958]"
