,batch,culture,group,time,spine_ID,RawIntDen,size_diff,size_diff_normed
1293,21042022,W3C1,control,day4,1,8916.0,1172.0,0.13144908030506955
1294,21042022,W3C1,control,day4,2,7120.0,-3286.0,-0.4615168539325843
1295,21042022,W3C1,control,day4,3,5156.0,-1294.0,-0.25096974398758726
1296,21042022,W3C1,control,day4,4,9164.0,-6066.0,-0.6619380183326059
1297,21042022,W3C1,control,day4,5,8120.0,-2157.0,-0.26564039408866996
1298,21042022,W3C1,control,day4,6,4711.0,39.0,0.008278497134366377
1299,21042022,W3C1,control,day4,7,4042.0,236.0,0.05838693715982187
1300,21042022,W3C1,control,day4,8,4624.0,6456.0,1.3961937716262975
1301,21042022,W3C1,control,day4,9,4457.0,-1009.0,-0.22638546107247026
1302,21042022,W3C1,control,day4,10,8417.0,-365.0,-0.04336461922300107
1303,21042022,W3C1,control,day4,11,5993.0,-2047.0,-0.34156515935257803
1304,21042022,W3C1,control,day4,12,1626.0,1776.0,1.0922509225092252
1305,21042022,W3C1,control,day4,13,12471.0,-5043.0,-0.404378157324994
1306,21042022,W3C1,control,day4,14,4761.0,2444.0,0.513337534131485
1307,21042022,W3C1,control,day4,15,3618.0,2908.0,0.8037589828634605
1308,21042022,W3C1,control,day4,16,6327.0,-2164.0,-0.34202623676307886
1309,21042022,W3C1,control,day4,17,3983.0,-171.0,-0.042932462967612356
1310,21042022,W3C1,control,day4,18,2772.0,-810.0,-0.2922077922077922
1311,21042022,W3C1,control,day4,19,3707.0,2335.0,0.6298893984353925
1312,21042022,W3C1,control,day4,20,5169.0,4373.0,0.8460050299864578
1313,21042022,W3C1,control,day4,21,1552.0,966.0,0.6224226804123711
1314,21042022,W3C1,control,day4,22,4755.0,-2870.0,-0.6035751840168244
1315,21042022,W3C1,control,day4,23,9521.0,-7448.0,-0.7822707698771137
1316,21042022,W3C1,control,day4,24,1029.0,1754.0,1.7045675413022352
1317,21042022,W3C1,control,day4,25,4699.0,-3234.0,-0.6882315386252394
1318,21042022,W3C1,control,day4,26,2587.0,1811.0,0.7000386548125241
1319,21042022,W3C1,control,day4,27,2285.0,-481.0,-0.21050328227571116
1320,21042022,W3C1,control,day4,28,2251.0,-725.0,-0.32207907596623725
1321,21042022,W3C1,control,day4,29,4252.0,353.0,0.08301975540921919
1322,21042022,W3C1,control,day4,30,6087.0,-3880.0,-0.6374240183998686
1323,21042022,W3C1,control,day4,31,13593.0,-6457.0,-0.4750239093651144
1324,21042022,W3C1,control,day4,32,4229.0,-1632.0,-0.385906833766848
1325,21042022,W3C1,control,day4,33,6823.0,-1497.0,-0.21940495383262495
1326,21042022,W3C1,control,day4,34,6022.0,-2760.0,-0.45831949518432413
1327,21042022,W3C1,control,day4,35,4852.0,-2061.0,-0.42477328936521025
1328,21042022,W3C1,control,day4,36,5626.0,-245.0,-0.043547813722004974
1329,21042022,W3C1,control,day4,37,5157.0,-3509.0,-0.6804343610626333
1330,21042022,W3C1,control,day4,38,4496.0,1069.0,0.23776690391459074
1331,21042022,W3C1,control,day4,39,1671.0,696.0,0.41651705565529623
1332,21042022,W3C1,control,day4,40,1917.0,575.0,0.2999478351591028
1333,21042022,W3C1,control,day4,41,12490.0,-7749.0,-0.6204163330664532
1690,21042022,W3C1,control,day4,1,10813.0,-317.0,-0.029316563395912328
1691,21042022,W3C1,control,day4,2,2367.0,717.0,0.302915082382763
1692,21042022,W3C1,control,day4,3,14109.0,621.0,0.04401445885604933
1693,21042022,W3C1,control,day4,4,7090.0,-213.0,-0.03004231311706629
1694,21042022,W3C1,control,day4,5,17392.0,-8803.0,-0.5061522539098436
1695,21042022,W3C1,control,day4,6,14503.0,-2968.0,-0.20464731434875544
1696,21042022,W3C1,control,day4,7,3293.0,873.0,0.2651078044336471
1697,21042022,W3C1,control,day4,8,7811.0,960.0,0.12290359749071822
1698,21042022,W3C1,control,day4,9,19990.0,692.0,0.03461730865432716
1699,21042022,W3C1,control,day4,10,6656.0,-2728.0,-0.4098557692307692
1700,21042022,W3C1,control,day4,11,4970.0,-1139.0,-0.22917505030181087
1701,21042022,W3C1,control,day4,12,2062.0,-544.0,-0.2638215324927255
1702,21042022,W3C1,control,day4,13,4400.0,-3319.0,-0.7543181818181818
1703,21042022,W3C1,control,day4,14,17850.0,-10813.0,-0.6057703081232493
1704,21042022,W3C1,control,day4,15,7693.0,2940.0,0.3821656050955414
1705,21042022,W3C1,control,day4,16,2604.0,-732.0,-0.28110599078341014
1706,21042022,W3C1,control,day4,17,2357.0,-833.0,-0.3534153585065762
1707,21042022,W3C1,control,day4,18,3464.0,-1746.0,-0.504041570438799
1708,21042022,W3C1,control,day4,19,7230.0,2646.0,0.3659751037344398
1709,21042022,W3C1,control,day4,20,4436.0,3312.0,0.7466185752930569
1710,21042022,W3C1,control,day4,21,10654.0,-5435.0,-0.5101370377323071
1711,21042022,W3C1,control,day4,22,6746.0,-4842.0,-0.7177586718055143
1712,21042022,W3C1,control,day4,23,5667.0,-3566.0,-0.629257102523381
1713,21042022,W3C1,control,day4,24,3243.0,-909.0,-0.2802960222016651
1714,21042022,W3C1,control,day4,25,12940.0,-7433.0,-0.5744204018547141
1715,21042022,W3C1,control,day4,26,5848.0,-1904.0,-0.32558139534883723
1716,21042022,W3C1,control,day4,27,5478.0,-1940.0,-0.35414384811975175
1717,21042022,W3C1,control,day4,28,2140.0,371.0,0.1733644859813084
1718,21042022,W3C1,control,day4,29,2076.0,-373.0,-0.17967244701348747
1719,21042022,W3C1,control,day4,30,5890.0,3760.0,0.6383701188455009
1720,21042022,W3C1,control,day4,31,3350.0,-718.0,-0.2143283582089552
1721,21042022,W3C1,control,day4,32,5517.0,-3025.0,-0.548305238354178
1722,21042022,W3C1,control,day4,33,4642.0,-2102.0,-0.45282205945713055
1723,21042022,W3C1,control,day4,34,33088.0,-15422.0,-0.4660904255319149
1724,21042022,W3C1,control,day4,35,9732.0,1625.0,0.16697492807233869
2183,21042022,W3C4,control,day4,1,2504.0,475.0,0.1896964856230032
2184,21042022,W3C4,control,day4,2,1860.0,1103.0,0.593010752688172
2185,21042022,W3C4,control,day4,3,2366.0,419.0,0.17709213863060017
2186,21042022,W3C4,control,day4,4,6110.0,6803.0,1.1134206219312601
2187,21042022,W3C4,control,day4,5,2037.0,203.0,0.09965635738831616
2188,21042022,W3C4,control,day4,6,977.0,251.0,0.2569089048106448
2189,21042022,W3C4,control,day4,7,2600.0,-138.0,-0.05307692307692308
2190,21042022,W3C4,control,day4,8,1055.0,-847.0,-0.8028436018957346
2191,21042022,W3C4,control,day4,9,4382.0,4029.0,0.9194431766316751
2192,21042022,W3C4,control,day4,10,9466.0,-3370.0,-0.35601098668920345
2193,21042022,W3C4,control,day4,11,5353.0,-713.0,-0.1331963385017747
2194,21042022,W3C4,control,day4,12,4606.0,-2914.0,-0.6326530612244898
2195,21042022,W3C4,control,day4,13,3569.0,-607.0,-0.17007565144298123
2196,21042022,W3C4,control,day4,14,6682.0,-718.0,-0.10745285842562108
2197,21042022,W3C4,control,day4,15,4156.0,1988.0,0.47834456207892206
2198,21042022,W3C4,control,day4,16,1123.0,1436.0,1.2787177203918076
2199,21042022,W3C4,control,day4,17,2106.0,-223.0,-0.10588793922127256
2200,21042022,W3C4,control,day4,18,3143.0,1019.0,0.3242125357938275
2201,21042022,W3C4,control,day4,19,7056.0,2862.0,0.40561224489795916
2202,21042022,W3C4,control,day4,20,6119.0,-1842.0,-0.30102957999673147
2203,21042022,W3C4,control,day4,21,11165.0,3457.0,0.309628302731751
2204,21042022,W3C4,control,day4,22,14630.0,-740.0,-0.050580997949419004
2205,21042022,W3C4,control,day4,23,11546.0,-7535.0,-0.6526069634505457
2206,21042022,W3C4,control,day4,24,12483.0,3353.0,0.2686053032123688
2207,21042022,W3C4,control,day4,25,4858.0,-365.0,-0.07513379991766159
2208,21042022,W3C4,control,day4,26,1705.0,-64.0,-0.0375366568914956
2209,21042022,W3C4,control,day4,27,3547.0,-1519.0,-0.428249224696927
2210,21042022,W3C4,control,day4,28,1772.0,257.0,0.14503386004514673
2211,21042022,W3C4,control,day4,29,7436.0,-4407.0,-0.5926573426573427
2212,21042022,W3C4,control,day4,30,6131.0,-4446.0,-0.7251671831675094
2213,21042022,W3C4,control,day4,31,14644.0,-8421.0,-0.5750478011472275
2214,21042022,W3C4,control,day4,32,6133.0,1251.0,0.20397847709114625
2215,21042022,W3C4,control,day4,33,9099.0,-4239.0,-0.4658753709198813
